activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
sitting,73.0,33.5,0.0171642,8.66343,4.20625,0.0951868,-0.0116272,0.050406,3.98891,-23.4164,-19.909,35.8125,0.640488,9.77478,0.331897,-0.0815703,-0.0541681,0.015199,3.43403,-25.6124,-3.22342,34.6875,9.50775,-0.492063,-3.00279,0.0205528,-0.011739,0.0326703,-17.8869,-4.37565,12.1297,6
sitting,71.0,34.3125,-1.96761,-9.6773,0.851501,0.000438326,-0.0054826,-0.0291793,7.26075,24.6867,-13.9083,37.625,0.260785,9.88919,0.363367,-0.0182434,0.0105302,-0.0107832,6.27302,-25.5878,-3.62682,33.9375,9.24056,2.73267,-2.48529,-0.032643,0.00387971,0.0240117,-18.0511,16.1411,25.012,8
transient activities,104.0,32.3125,0.087264,-7.92782,3.10865,0.189362,0.0691093,-0.682755,-16.7572,17.2728,-27.4628,36.9375,0.862811,9.96078,0.102994,-0.291941,-0.385912,0.156771,0.370293,-26.1348,-12.125,32.4375,8.93478,-0.588515,-4.70601,0.208437,0.0577292,0.58287,-22.3407,-3.72626,26.0128,8
sitting,78.0,34.9375,-0.120682,7.57941,5.90128,-0.0452083,-0.0164221,-0.0627169,3.55264,-22.4064,-28.8381,36.8125,0.776142,9.33644,2.38799,0.0665172,0.0212315,-0.039724,4.88791,-23.34,-7.59735,34.0625,9.05517,-2.84584,-2.68411,0.00153313,-0.0178674,0.00577969,-33.4902,-0.849493,27.1049,5
walking,119.0,29.3125,-14.37895,3.614025,1.833105,0.3910017,1.92893,-6.1062,42.08655,-10.64865,-46.123900000000006,36.8125,-1.62303,6.51333,1.38568,0.0529225,0.313603,0.00738662,15.6107,-46.9442,-20.9505,34.5,17.0541,-1.66608,-4.50029,1.99099,2.19783,6.19427,-46.7179,14.8576,-2.85408,3
sitting,77.0,33.9375,-1.05257,7.13546,6.35067,0.00380315,0.0169005,-0.00835846,-2.01894,-20.1809,-19.7983,37.375,1.40518,9.37037,-3.40887,0.0167338,-0.00538406,-0.0281007,-4.24066,-20.1571,5.99677,34.6875,9.46532,-2.51645,-1.48567,-0.0128745,-0.043204,0.0188957,-13.9916,-3.92697,20.691,2
transient activities,107.0,34.4375,-12.2869,-1.32262,1.0921,-0.629888,-0.00253762,1.46509,41.3935,44.7172,2.96129,38.125,1.8667,11.2313,-0.850972,0.0897284,0.143953,0.0425384,37.1854,-29.1652,-16.5048,34.4375,1.60889,6.35458,-3.12628,-0.581886,1.58022,2.83697,-16.6743,39.3365,55.4839,8
transient activities,89.0,35.5,-8.75072,3.51313,1.86002,1.25634,-0.401096,-0.465908,33.3901,-17.6664,-23.2843,37.625,1.4854,9.87775,-0.737318,-0.593659,0.297678,0.449583,-0.705749,-36.1589,-7.84549,34.5,4.44004,-1.90061,-3.31614,-0.00197644,1.23336,0.760342,-27.8285,-9.66626,14.512,5
ironing,99.0,33.3125,-0.124689,3.4601,7.72403,-0.568636,1.58747,1.40525,-42.7559,-46.1485,-59.1909,35.25,0.421312,9.0364,-3.15456,0.523068,-0.128299,-0.401578,-10.9986,-57.1127,-9.35534,34.0,9.67478,-1.19323,-0.951477,0.0630576,0.399137,0.139829,-56.6158,-1.6805,48.1711,1
vacuum cleaning,114.0,34.625,-8.20881,5.1017,-2.44781,0.211622,-0.172712,0.228051,35.4688,-2.62114,0.8982,38.1875,3.46217,4.27738,-9.39551,0.307438,-0.168191,0.36363,7.57548,-18.4468,27.7857,34.625,9.46731,0.818597,-0.734553,-0.229695,0.201921,0.664206,-13.1401,-3.44152,16.2584,8
cycling,124.0,32.0,-2.22934,8.23171,4.86683,0.214763,-0.0635624,-0.0583366,2.08643,-38.4836,-45.1557,36.625,-0.932362,9.53407,-2.59989,0.00698388,-0.0238129,0.0221843,-1.57996,-58.0321,-4.31055,34.0,9.81319,0.0152677,-0.262945,0.015686,0.0239848,0.0148746,-43.6468,-1.06725,17.0031,1
transient activities,152.0,33.5625,-6.15914,2.47744,7.09813,0.0698519,-0.0105338,-0.0443122,3.66372,-14.3337,-10.646,36.75,2.77073,9.91769,0.215141,0.275568,0.014289,-0.108919,-6.47036,-12.9904,-7.73514,35.125,6.97649,5.12063,-4.91588,0.0337695,0.00379772,0.0115819,-22.146,-6.30752,27.1511,6
descending stairs,101.0,33.875,-5.60829,2.80869,2.21737,2.38459,-1.15482,0.431119,25.0986,-3.82435,-34.7459,37.8125,-0.877402,7.82687,-4.45195,0.0373558,-1.84015,1.00704,0.0271339,-23.1454,11.6961,35.125,12.8325,-0.657519,0.775522,-4.82725,-2.87096,3.70098,-33.6388,12.4054,31.1757,2
cycling,121.0,30.0,-5.54861,1.79255,7.41748,0.323943,0.039183,0.0483491,28.7563,-11.1497,-23.1781,34.875,0.611825,7.85173,-5.6254,0.243015,-0.230273,0.00210783,-1.57457,-12.6066,25.905,33.875,9.96578,0.355715,-0.224904,-0.0239321,0.0643198,0.00727117,-31.615,-6.18341,13.013,2
transient activities,94.0,34.25,-7.32075,1.44565,1.04169,-1.57501,0.399253,-0.142811,61.4092,-32.6869,-20.7565,37.5625,-0.892306,8.83691,0.113571,-0.600875,0.752109,0.301244,-17.7803,-41.6006,1.93691,33.125,9.48744,7.00033,0.114851,0.317165,0.338092,-0.847111,-55.4783,24.3516,36.9266,7
transient activities,142.0,33.5625,-5.94258,2.9276,6.71498,0.0309713,0.0020929,0.0132439,4.40109,-14.3724,-9.5974,36.75,2.22166,9.69007,-0.297439,0.0198953,-0.0227903,-0.123696,-5.39761,-14.5764,-8.8467,35.125,7.19675,4.93032,-5.02821,-0.063017,-0.0346838,-0.0323593,-22.2756,-5.91314,27.7175,6
transient activities,173.72727272727272,30.25,-7.2429,0.366883,3.50969,-1.73463,0.783944,-0.431621,57.755,-17.2992,-39.6628,33.875,1.01863,7.04598,-2.0918,0.328831,0.192215,-0.312451,5.76676,-69.5917,10.985,33.1875,9.62658,0.341892,-2.92957,-0.600884,-0.0307947,0.115932,-70.1378,19.9735,6.55166,1
lying,87.0,31.125,0.579273,5.88463,7.91883,-0.000101471,0.00174026,-0.00973445,-31.4793,17.0319,-38.9652,32.9375,0.961153,1.92745,9.34647,-0.0334575,-0.00690972,-0.00273486,40.0266,9.87351,-54.7026,31.5625,-0.585038,-7.57582,-6.57398,-0.0202903,-0.0327083,-0.0101717,-13.7715,45.1752,-5.64707,1
vacuum cleaning,97.0,34.1875,-8.23524,3.04996,-2.78767,-0.0949103,-0.381371,0.316748,42.6261,4.56284,-4.80284,37.4375,2.21428,8.90077,-5.6385,0.187747,-0.00577912,0.31523,-21.1749,-11.1908,23.3143,33.1875,12.0706,-5.53289,-1.40164,-1.35375,-0.312059,0.0947703,-24.9826,-28.9878,15.6791,7
running,170.0,28.1875,-3.45411,81.8354,-34.7339,7.25329,2.61423,1.63748,4.59698,-44.531,1.21489,33.25,3.79436,23.8366,-1.24423,0.185712,1.66485,0.223165,-8.21198,-40.7896,-1.24422,33.875,9.35938,-0.257388,0.930369,-0.867693,0.616308,-4.09231,-41.9169,10.6382,25.5018,6
transient activities,129.0,28.375,-7.96042,2.90999,2.99003,0.226819,0.0696115,-0.238547,41.1505,2.89474,-18.8316,34.0,-0.453873,9.88486,-0.61759,0.234658,-0.146903,-0.0916027,21.2312,-29.1162,6.08558,33.9375,7.80064,4.82762,-2.20434,0.463382,0.0450123,-0.93455,-24.7859,-17.9813,-3.19668,6
transient activities,77.0,33.5625,-9.49955,-1.8767,0.981776,-0.0534979,-0.0122906,-0.0292679,48.6589,-9.89575,10.6268,36.4375,0.220183,9.81348,0.285435,0.022401,0.0383997,-0.00692982,6.93668,-39.6984,23.8128,33.125,9.66933,-0.116216,-2.65616,0.00654736,-0.0190853,-0.013912,-35.8262,37.7572,-18.0507,8
ironing,109.0,33.5,-4.85024,1.72467,4.69557,-2.37629,0.382932,-0.10116,15.5271,-74.5524,-38.5197,35.4375,0.713587,7.84852,-6.04947,0.0729871,0.0485304,-0.0840277,-11.0948,-40.0491,8.88383,34.125,9.53916,1.09587,-2.20194,-0.0100815,0.0226395,-0.0411353,-35.3952,1.35443,43.69,4
walking,112.0,30.3125,-13.3047,1.75478,4.87673,1.04555,-0.496433,0.957133,33.1233,21.7051,4.03623,35.375,3.45589,11.5737,-5.12132,-0.381668,0.0174663,0.495054,6.86322,-20.8694,26.3844,33.1875,13.6167,6.67586,-9.83549,0.512712,-1.10278,-2.58841,-38.274,-5.28762,12.91,4
transient activities,138.0,30.8125,-9.33281,-5.54757,2.18977,-0.125247,0.358056,0.521547,40.5328,-16.0687,-33.0196,34.25,3.21548,10.3273,-0.242784,0.121845,0.362161,-0.063569,-15.4532,-38.7168,-1.30637,31.8125,16.7937,-13.251,5.60223,2.40533,0.644044,1.59694,-36.6127,-25.3364,9.3933,8
transient activities,136.0,32.125,2.29697,7.11582,7.09368,0.167224,0.756769,2.12922,-9.83473,-16.6693,-37.6089,36.75,-0.418946,8.67983,-0.61304,-0.0516081,1.37697,0.0678748,13.82,-39.0476,1.83249,34.0,11.7308,1.94466,-5.54203,2.2092,-0.726359,4.63527,-38.7014,-9.23864,4.25006,1
descending stairs,151.0,34.5625,-2.85214,2.3042,3.37649,0.00549266,0.0287209,1.43429,36.0314,-0.425189,-10.5334,37.9375,0.345797,0.0981775,0.280569,-0.380373,0.527501,0.0421449,-7.68582,-27.7947,9.40199,33.6875,4.63061,-6.76421,1.65546,0.0711782,-1.29771,-1.40821,-33.9512,-3.36831,38.3109,5
walking,119.66666666666669,33.25,-14.7721,4.38094,4.4995,-0.425935,0.138224,3.44514,45.9861,38.7456,-20.6388,37.25,3.12791,9.18995,-6.97812,-0.535269,0.257967,-0.187883,17.8981,-30.8672,45.4206,34.75,11.6126,3.12117,-0.726842,-0.170966,0.132793,-2.34545,-58.9424,-11.5895,-22.8408,1
ironing,94.0,33.25,-0.792901,4.045,4.67154,-0.285822,0.172028,-0.170075,45.0919,-59.1623,-78.1594,35.0625,-0.243115,9.87132,-2.51105,0.0327279,-0.00689905,0.0372765,-19.9397,-56.9983,-13.6585,33.875,9.72347,-1.98462,-1.71786,0.107855,-0.0225643,-0.00107418,-56.0085,-4.47263,49.1266,1
running,195.0,30.8125,8.03354,-5.05076,5.10385,-3.71796,-2.8918,-0.0873592,47.6428,3.31003,6.61178,34.125,-5.11994,-0.649646,-1.55846,0.171559,1.14675,-0.646132,8.15891,-34.4632,30.7007,31.6875,14.1469,-0.635049,-2.99292,-2.94062,-4.07957,-8.92653,-28.016,38.3477,8.64051,8
cycling,131.0,29.3125,-8.06,1.75127,9.07345,-0.744479,-0.239256,-0.0238937,49.3646,-6.73747,-34.4064,35.0625,1.34702,6.23646,-10.2533,0.0249823,-0.783829,0.992619,17.9624,-11.4996,47.2771,34.25,10.9881,-0.349303,1.64225,-0.580346,-0.170707,0.804733,-39.5993,-23.2584,8.67123,6
standing,80.0,33.625,-8.31737,3.92239,5.55992,-0.479498,-0.0640185,0.0946873,26.6082,-22.8974,-35.9683,36.0,0.808186,9.769,-0.439465,-0.0629934,0.098138,-0.078942,-6.66348,-33.0929,-16.3646,34.8125,9.66092,-0.0377093,-2.96545,0.0395015,-0.0557957,0.00552393,-34.9824,23.0863,41.8224,6
sitting,84.0,32.9375,-2.50923,6.35582,6.98577,0.048615,0.00361613,-0.03327,9.44707,-20.3598,-23.7444,35.125,0.802439,9.60842,-1.91044,0.000987907,0.0557309,-0.0136234,2.51906,-23.9095,3.81076,33.875,9.66108,1.88021,-0.700564,-0.0563294,0.0131603,-0.020077,-7.02515,-6.04711,21.9562,4
transient activities,87.0,33.9375,2.22393,4.94855,6.52259,1.09527,-0.0560144,0.824935,-13.5831,-17.0413,-54.0324,36.75,-0.639623,9.54786,-0.426255,-0.447408,0.379641,0.221224,19.5439,-37.5419,-16.439,35.1875,10.0375,0.81247,-0.419951,0.624326,0.687893,-2.19242,-34.0592,-22.745,14.5052,6
ascending stairs,157.0,33.8125,-14.7016,3.28935,1.30979,-2.81571,0.743701,4.44789,66.9772,-20.899,4.05397,36.25,0.668515,7.67642,-3.68775,-0.0671645,1.10454,-0.373556,-22.5772,-56.3915,39.5011,34.8125,9.31074,3.9504,-2.87802,-0.132817,0.0720092,0.26701,-42.8562,-27.273,27.7334,1
ascending stairs,147.0,32.5625,-7.13218,2.7794,1.84825,-1.01317,-0.158242,0.712209,53.0045,-23.2972,-11.7414,35.625,0.970568,9.77953,1.18972,0.254756,0.707685,0.0370151,-14.6758,-44.5543,3.80834,33.5625,21.2316,5.32973,-8.90007,3.74988,-1.20556,5.07045,-45.9691,20.4919,24.0578,4
lying,85.0,32.5625,4.11823,0.362387,8.72173,-0.00144154,0.0507978,-0.0190311,24.2066,6.26074,-48.8698,34.5,-0.333302,2.04472,9.36136,0.0274819,0.00726664,-0.00741965,40.478,4.51528,-28.7995,33.1875,1.75671,-9.6656,1.14233,-0.0282588,-0.0175512,0.0112184,-20.2773,16.6523,-13.8584,4
transient activities,81.0,34.25,-7.54446,1.43839,0.0376932,0.283355,-0.598472,0.719109,37.0459,-14.1468,-35.2551,37.5,1.36648,9.74405,1.70038,0.0722731,-0.173567,-0.122472,17.2676,-40.449,7.10938,33.1875,13.1803,1.67812,-1.89809,-1.07313,0.735013,-1.68126,-47.0711,6.83502,2.08576,7
cycling,126.0,30.8125,-6.10483,5.2081,7.01276,0.130461,0.0318763,-0.0312887,56.9502,-11.481,-27.3065,35.0625,-0.0857201,9.13072,-6.14556,0.737339,-0.282833,-0.0197401,9.81932,-26.0217,39.2656,31.9375,8.599,-5.47544,-1.12888,-0.0979646,-0.0329103,-0.0576423,-22.4838,40.8967,6.10404,8
standing,99.0,33.3125,-9.09409,1.97195,3.16865,-0.00615184,0.0364134,-0.0220637,36.7568,-2.56954,-4.61647,35.3125,0.399793,9.70627,1.21834,-0.0289308,0.0295306,-0.0177772,-10.0971,-31.9552,3.34565,34.0,9.3139,2.64589,-1.21054,0.00439159,-0.00318849,-0.05158,-3.07453,-20.6795,16.5975,4
transient activities,176.0,28.5625,4.85905,8.71894,-6.49788,-1.32185,-0.4743,0.669565,-31.9686,-9.42687,15.2635,32.1875,0.750519,8.99457,-3.61311,-0.0111252,-0.185188,0.0492621,-16.5761,-39.3661,1.00312,30.375,9.71482,-1.10749,-2.18647,-0.0247491,-0.0397545,-0.000796641,-35.7308,4.90469,36.6829,2
lying,61.0,31.0625,0.482511,4.63989,8.65284,-0.0121861,0.0109139,-0.0329929,-6.13742,16.9498,-33.7815,33.9375,0.731919,2.15382,9.30286,-0.0145909,0.0241815,-0.0329781,34.8844,3.82282,-32.5006,30.875,-0.923024,-8.64878,-5.10439,-0.0453189,0.00897419,0.00354489,-13.0789,29.8321,-6.89859,7
vacuum cleaning,106.0,34.6875,-14.9787,-6.89208,-4.58707,0.0933393,-0.852568,-1.88527,5.85522,33.3382,6.38309,38.25,2.37671,3.86264,-9.99465,-0.647806,0.219209,-0.984572,15.6419,-24.2904,28.157,34.6875,9.5129,-0.802509,2.47891,0.804451,-1.3636,0.661699,-7.63375,36.6426,37.0806,8
walking,112.0,34.4375,-12.5706,6.06093,3.37219,-2.04882,1.17855,1.65264,45.5349,-21.6582,-12.7861,38.125,4.03051,12.5309,-2.51972,0.195564,1.08857,0.150911,-8.42489,-37.9307,-14.3753,33.9375,12.004,2.18452,-2.56931,-1.89986,-0.383186,-1.15117,-37.7429,27.2776,19.3984,5
Nordic walking,104.0,30.875,0.299985,6.27881,0.870127,-0.264023,-0.101067,0.819097,-19.2035,-36.4489,-18.9956,36.125,2.79695,12.4825,0.865535,0.133699,-0.779529,0.024481,-6.62046,-39.2881,-13.227,34.8125,13.8946,-3.84114,-0.737411,-0.73515,0.127728,-2.06812,-42.9064,10.0488,27.201,6
Nordic walking,130.0,34.625,-3.14346,8.69017,0.194614,0.178526,-0.110889,-2.72255,41.3005,-27.3918,-17.2046,38.375,0.491865,5.8914,-0.471313,-0.0810182,-0.445654,0.482323,11.5637,-38.5789,23.2746,34.25,4.28173,-2.29879,-0.922744,0.647142,1.04875,4.47293,-17.5147,-40.1861,11.8889,5
walking,98.0,31.6875,-8.59101,4.90683,5.09065,1.48412,0.266958,-0.194866,39.2177,21.7617,18.1966,36.4375,0.53107,10.3407,0.444238,-0.00641726,-0.142742,0.0576129,-14.6449,-39.2854,20.4172,34.875,17.8516,24.3962,-2.45424,-2.1945,-0.546159,4.40717,-40.611,8.15497,35.012,6
cycling,137.0,29.125,1.78215,1.59533,12.9932,2.79032,-0.327886,0.559207,20.821,-10.8069,-47.1846,34.9375,-0.669989,6.25221,-8.89598,-0.392618,0.0753846,0.194911,-8.0047,-33.9914,26.6375,34.1875,8.47066,8.33948,-0.366962,0.316848,-0.221292,1.67392,-42.1244,6.90655,22.6687,6
ascending stairs,123.0,32.5625,-6.64944,1.37219,1.89872,0.906594,-0.676981,1.37815,63.1565,-16.9873,27.1756,35.3125,-0.961457,7.47529,-0.812558,-0.446621,0.505743,0.401083,-31.4012,-32.6085,23.0827,33.375,9.27596,3.18934,-2.64212,-0.259524,0.419317,1.17583,-7.41733,-12.5912,66.3559,4
standing,101.0,32.9375,-8.318,3.3346,3.48357,0.0768729,-0.00061445,0.00707121,66.584,-29.968,8.7056,34.5625,0.470944,9.64974,-1.52937,0.025888,-0.0496171,-0.0289962,-29.8946,-52.922,28.9757,33.25,9.23971,-3.3513,-1.36703,-0.0300824,0.00598215,0.0027692,-98.1456,-28.9335,33.8617,1
transient activities,82.0,30.125,-7.05325,2.0332,7.54808,0.652806,0.285953,-0.0973176,24.9223,0.956869,-33.4193,31.875,-2.30132,9.45244,1.36384,-0.0852565,0.183342,-0.0436309,14.3355,-25.5325,-11.625,30.0625,9.69149,0.751922,-2.04389,0.0429978,-0.0201547,-0.0642413,-11.425,-8.52532,11.09,3
transient activities,124.0,32.0,2.71545,8.16275,1.51575,1.3785,0.909355,0.0567889,-24.6885,-26.9278,-2.13638,36.5,3.40498,6.16961,-2.47165,0.00161143,0.0225807,-0.344738,-11.8363,-34.0941,-6.27252,34.5625,9.8207,-1.49729,-1.02527,0.336376,0.556204,-0.757576,-25.9777,20.127,35.899,2
walking,120.0,31.6875,-11.9855,2.01735,1.47022,-0.0360288,-0.824709,1.6552,34.7261,-19.8626,-24.1505,36.4375,3.33114,12.9728,-4.31499,-0.749029,-0.491457,0.10712,10.5894,-23.9071,31.9581,34.5,16.9839,-0.596252,-0.610099,-0.299492,0.766181,-2.57144,-33.7943,-16.8815,1.7766,2
transient activities,108.27272727272728,31.0625,-3.65918,-4.93523,7.73789,-0.0284502,0.023526,-0.0202642,30.4363,27.6606,-26.1778,35.625,0.719104,9.81271,0.410639,-0.00120085,0.000235651,-0.0246423,16.7974,-33.216,13.2692,31.625,9.09396,-0.249995,-4.43635,0.0106102,-0.000340331,0.00360474,-30.4763,17.0102,22.2725,8
Nordic walking,119.0,34.875,-5.49011,17.7136,5.82515,0.298359,-0.661333,0.944558,37.7076,-54.1205,-4.69946,38.5625,1.32731,10.1806,-6.12338,-0.141002,-0.238489,0.453558,-21.3826,-60.1774,11.1826,34.375,8.70188,3.52219,-5.77582,0.105029,-1.98153,-2.68595,-42.8664,18.1804,34.8506,5
