activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
transient activities,82.0,31.625,-0.81463,4.41949,8.32625,-0.148316,0.014441,0.0296841,3.54791,-7.07442,-40.2048,34.375,0.0141717,9.74407,1.05635,-0.0225209,-0.00260762,-0.0103276,1.85841,-25.9088,-10.4665,32.3125,9.78577,0.251431,-1.26802,-0.00839751,0.0174599,0.00844807,-2.6874,-5.58652,15.8772,3
Nordic walking,121.0,34.8125,-2.9773,3.47616,2.79335,-0.435428,0.054258,3.73894,29.882,-35.3474,-20.8078,38.5,0.101517,5.43893,-0.747961,-0.0225823,-0.357312,-0.369283,11.4457,-38.0575,22.1428,34.375,8.96376,-0.102633,-3.78258,-0.115236,0.0210697,-0.435296,-41.0703,-15.0456,18.3011,5
lying,84.0,31.6875,7.29698,1.22838,6.53416,0.00649958,0.01095,-0.0135289,-3.41263,23.7662,-54.6059,33.5,0.65583,0.0467683,9.50194,-0.0095133,0.0642839,-0.029508,46.0826,13.5028,-46.0253,32.125,-0.0027539,-7.1565,-7.22664,0.0348621,-0.0120707,-0.0224368,-18.9966,44.6403,-1.27779,1
ironing,92.0,34.75,-5.48955,-1.50707,7.62194,-0.106415,-0.196961,-0.740329,35.9603,-14.7114,-38.2679,37.9375,0.707411,9.41625,-2.53108,-0.17506,0.0422669,-0.187646,-14.8526,-33.9818,12.4893,34.6875,9.15522,-0.751533,-3.50646,-0.0661796,0.118981,0.106928,-27.6738,21.5561,-4.10369,8
vacuum cleaning,138.0,33.625,-7.72087,8.09019,1.20572,2.05145,-0.559139,-2.64822,38.1995,-24.8742,-5.49624,35.625,0.621669,3.34963,-8.74698,-0.0317341,-0.528318,0.757544,3.60634,-15.3166,46.6957,34.5625,9.034,4.27723,-0.837639,-0.0751823,-0.540187,0.489865,-57.465,22.5403,12.293,1
transient activities,112.0,29.875,-6.95123,0.701516,-1.22102,0.971638,-1.01437,-3.02546,33.2185,-28.9539,-28.9897,35.0625,0.326656,11.7393,1.13297,0.454577,-0.187611,0.469607,15.0334,-36.5048,13.9807,33.0625,11.704,1.43677,-3.76403,-0.963216,-0.119533,-1.59603,-38.5851,-27.9379,10.6659,4
running,160.0,28.8125,-10.1862,15.0253,-10.3238,-2.61875,4.4137,3.16848,20.1886,-31.3652,-11.8407,32.0625,2.75068,15.7197,-4.87652,-1.79511,1.96836,-0.893208,10.6563,-19.5593,32.823,31.5625,14.5515,4.96024,-0.36081,0.182335,0.788843,-1.21741,-33.1411,-17.9508,-2.5724,2
Nordic walking,113.0,30.25,-9.41045,13.7686,2.50831,0.93409,-1.07789,2.15855,18.9568,-28.4438,-33.2945,35.6875,5.85993,12.7798,-3.80389,-0.457717,-0.225901,0.101821,13.9312,-34.7658,-6.62352,34.5,5.67973,26.5113,-15.0566,7.44001,-0.0359872,-4.07735,-35.677,22.0965,0.122488,6
transient activities,110.0,33.4375,-5.89267,2.88271,5.98462,0.775849,-0.295927,0.580723,-26.5024,-39.5737,-51.4366,35.4375,0.128402,9.10658,-4.05068,-0.181368,-0.0206988,0.0125334,1.63019,-58.3317,-7.69443,34.3125,10.1131,0.963871,-0.420115,-0.00091923,0.0657901,-0.00525829,-60.8743,19.3863,43.2319,1
Nordic walking,126.0,29.625,-10.1172,8.59822,4.97836,-0.793144,-0.510048,0.582564,37.1339,-33.0005,-15.0625,34.9375,1.34497,12.2368,-8.29811,-0.143034,-0.203463,0.0822658,-5.12715,-41.412,-8.12844,33.0,9.68402,10.3628,-11.9825,0.71985,-0.974507,-3.36888,-35.1287,30.3658,19.404,4
transient activities,139.0,30.875,4.70703,-6.14561,-5.64178,0.291557,-0.266098,0.0973985,-6.99433,30.3086,17.3197,34.0625,-0.096993,10.2168,-1.46406,0.163919,0.13028,-0.0313148,1.97935,-41.3103,13.6351,31.6875,9.76313,-0.920777,-1.83982,0.00198027,0.0473293,0.0237225,-30.0627,-5.52355,28.1152,8
sitting,68.0,34.3125,-1.94401,-6.7821,6.38427,-0.0770754,0.00163052,-0.0249485,6.88303,16.0099,-28.9466,37.625,0.503297,9.92924,0.832281,-0.0283085,-0.0207456,-0.0412045,5.27156,-25.1617,-5.75128,33.875,9.27768,2.88463,-2.52444,-0.00258465,0.0153103,-0.0191276,-19.0519,15.4198,25.4348,8
lying,61.0,32.875,5.49585,0.460041,8.12624,0.0196746,0.00312029,-0.00274683,17.26,6.63012,-50.9577,34.9375,-0.483425,1.63178,9.47615,-0.00939824,-0.0680227,-0.0511781,40.0645,5.69064,-28.2451,33.625,2.49981,-9.4406,0.917014,0.00281402,-0.0287581,-0.018739,-21.4094,16.325,-13.011,4
