activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
vacuum cleaning,113.0,34.0,-7.15645,3.82397,-0.15698,-0.508862,0.473527,-0.133173,34.533,-4.94131,-17.1959,36.75,4.03906,7.40626,-3.045,-0.153744,-0.404651,-0.21681,5.21505,-26.866,22.5999,35.1875,9.59248,-0.0771311,-2.73437,-0.0402222,-0.169245,0.209062,5.29217,-20.5694,-22.8025,6
ascending stairs,122.0,31.875,-13.52,9.58919,2.49934,-0.926032,-0.159544,3.39975,17.128,-26.8647,-26.4547,36.75,1.19944,10.1202,-3.99585,0.493992,0.199752,-0.0621993,0.486878,-32.2433,-9.27006,34.4375,5.14366,3.01315,-5.80916,-0.318785,-0.061994,-0.661116,-43.4215,5.00021,-0.386831,3
ironing,72.9090909090909,33.75,-2.28462,1.74289,8.96755,-0.17734,-0.0855893,0.389561,-4.51127,0.221343,-52.4495,36.625,0.369501,9.1927,-2.34287,-0.0997089,0.235508,0.141111,-1.3178,-37.167,-8.83106,32.75,9.1374,-0.366065,-4.20365,0.0746842,-0.100207,-0.00188962,-25.276,9.75705,51.8003,7
running,152.0,28.8125,-8.1437,-6.63338,-3.60035,0.0877997,0.10985,0.152831,28.4093,-29.5636,-19.785,32.125,-3.23556,-1.80073,1.73198,-0.459803,-0.0547038,-0.168674,5.78027,-25.6331,30.5344,31.625,14.6321,-11.2471,-1.03119,1.30256,1.93795,-3.37942,-27.5913,-22.0101,-2.41353,2
ironing,75.0,33.625,-2.74121,4.98308,6.02474,-2.49157,0.205198,0.225836,-17.3567,-38.0436,-29.2258,36.5,1.30944,9.48784,-2.79145,-0.0504378,-0.0838468,-0.00978226,-10.5252,-36.3147,-5.65686,32.75,9.05837,-0.744634,-4.27929,-0.103821,0.01253,0.0601414,-26.1827,-1.65601,51.8103,7
ascending stairs,131.0,32.3125,-6.21282,5.74788,-0.572696,7.66552,-0.558204,-0.228509,32.7261,-22.0436,-23.2253,36.9375,-0.321255,4.8286,-2.10887,0.216449,-0.905237,0.666146,11.8669,-31.8229,0.954567,34.9375,-1.37543,-4.65694,-0.734587,1.05476,-0.584094,-0.0952258,-22.8169,-5.42694,7.37905,2
cycling,128.0,31.75,-1.04761,4.73242,9.16843,-0.347364,0.131369,-0.179712,46.8469,-3.69861,-58.0236,36.4375,-0.891542,5.20964,-7.27033,-1.00616,-0.0291594,0.504594,25.3826,-10.2019,55.4909,33.875,7.58421,4.05545,-0.465235,-0.258125,-0.0655468,-0.85241,-29.8455,-49.9806,-25.5925,1
transient activities,130.0,33.75,1.3672,9.59592,-0.626086,0.0552094,-0.0319125,-0.0819598,-18.0215,-32.4613,8.83758,36.4375,0.423879,9.72309,-1.84023,0.0962817,-0.00532937,-0.0233836,-22.1545,-35.8359,1.90387,34.8125,9.52736,-2.43713,-1.9486,0.00257127,-0.0484174,-0.174896,-40.7076,5.65573,18.041,1
descending stairs,95.0,32.125,-0.405616,4.78477,11.3332,0.143148,-1.23462,-2.30222,9.14873,-31.4576,-39.4902,36.4375,-1.25707,11.8698,2.96246,0.137953,-1.8813,0.0187899,-6.38049,-30.4419,-10.1073,34.0625,21.8517,-3.29561,-3.90072,-4.04632,-1.0711,-1.8683,-35.7112,13.2471,39.8662,3
transient activities,105.0,34.4375,-8.67943,-1.3936,0.56907,0.586416,-0.0857096,-1.08783,65.1689,-15.6394,-22.5735,38.125,0.0976337,9.73672,0.0124181,-0.13448,-0.14151,-0.213432,-19.4611,-45.8154,21.8308,34.375,12.1617,19.3585,-4.21786,0.471388,-0.159119,2.26335,-66.8975,9.98309,-7.91588,8
cycling,124.0,31.9375,-1.71536,5.25147,7.23231,0.471883,-0.237815,0.00791533,45.9193,-23.7735,-49.7811,36.625,1.12276,5.74897,-10.0622,0.105714,-0.068165,0.415009,5.37286,-23.1134,61.9116,33.9375,6.07958,0.921656,-1.46455,-0.0923537,-0.456689,1.55247,-49.6642,-37.7904,-1.65865,1
Nordic walking,124.0,29.6875,-9.98099,6.67037,1.67699,0.787519,0.161251,-2.58549,17.391,-42.1238,-16.9356,34.9375,-0.0175737,13.2855,-4.22179,-0.284124,0.624471,-0.166539,-3.17872,-40.7084,-9.81093,33.0625,25.6019,-9.4818,-2.43465,-3.40074,-0.0613252,-3.7028,-40.2649,-14.0395,23.8342,4
walking,101.0,32.8125,-8.48036,0.804074,0.410688,0.190526,-0.722375,0.713061,18.6717,-43.5588,-19.1605,37.625,1.88875,9.77745,1.32253,-0.0903089,-0.275728,-0.0466442,-9.05192,-37.6483,-15.6503,32.0,13.2585,0.84009,-1.62196,-1.18159,0.748426,-1.91302,-37.5734,4.40491,37.1545,7
running,127.0,32.5,15.746,4.41606,5.53383,0.164891,-0.259118,0.217967,18.7179,-41.5615,1.82444,36.75,0.454929,-2.88495,-0.908107,0.337006,0.0115035,0.844901,-10.045,-36.972,-10.7259,32.0,15.876,38.3847,1.72213,-1.0105,-1.07687,3.48917,-28.6563,28.5467,35.8814,7
transient activities,116.0,32.375,-7.06213,5.68262,-4.35696,0.0194415,-0.00911537,-0.021528,8.34197,-35.043,13.4856,35.0625,0.0783175,9.92925,0.630977,0.125494,0.0584326,-0.0474617,-12.4541,-28.4978,-13.0469,33.1875,9.39575,2.71943,-0.97862,0.0173762,-0.00289384,0.0146269,-23.2393,28.5152,29.518,4
cycling,117.0,29.6875,-8.19708,-4.63711,3.16589,-0.518193,-0.489175,0.467339,20.0245,21.2516,-48.6898,35.25,-0.85201,7.02749,-11.2638,0.0351597,0.405298,-0.819407,16.5234,-39.7906,20.3549,34.3125,11.2313,-2.45359,-1.23641,0.47167,0.203359,0.144583,-42.8623,19.5025,3.07869,6
vacuum cleaning,136.0,33.625,-13.0189,6.7291,5.557,1.80303,-0.615998,0.508602,15.9114,-32.8747,-2.08681,35.6875,-4.90103,-3.07584,-9.40696,0.0825286,-0.0460615,-0.0356486,6.6012,3.51321,41.7408,34.625,9.37137,-0.0707575,1.31523,1.61386,-0.450756,-0.894422,-20.6521,-20.2266,27.9983,1
ironing,101.0,33.3125,-2.57926,4.55826,5.33583,-0.545719,-0.155238,0.104247,-7.03729,-69.9818,-59.3939,35.1875,0.649653,9.33666,-3.19012,-0.0149248,0.139064,-0.071831,-23.3289,-61.9815,-6.2394,34.0,9.45269,-1.98039,-2.02938,0.0240518,0.0224663,-0.0205659,-56.1496,-9.56148,50.5588,1
transient activities,117.0,31.25,-2.98352,0.0391971,8.77039,-0.482498,-1.96083,0.0919075,10.7941,-17.7864,-77.6679,36.875,-1.29418,9.94221,1.88386,-0.526658,-1.33539,0.207858,16.0611,-46.8475,-20.9435,34.5,11.6814,22.2818,-8.48578,-6.89689,0.461173,4.23172,-31.3829,46.4564,-5.48937,3
ascending stairs,99.0,33.75,-10.5727,3.38339,2.71838,-1.11868,0.947027,-1.39095,49.3303,18.3272,-41.3824,36.8125,1.78433,11.6528,0.191631,-0.0858688,1.54801,0.216576,38.8374,-49.4951,3.64471,35.1875,8.53018,18.9683,-9.46227,0.3905,-0.616983,0.348577,14.3064,-26.8258,-27.3022,6
Nordic walking,127.0,34.75,-2.79093,6.97663,-0.179198,-0.0505094,-0.707611,0.105417,-24.0002,-31.8485,-17.5703,38.5,1.46355,10.2754,2.35867,-0.1109,0.0393076,0.18528,0.982466,-36.7203,-23.7641,34.3125,12.2222,-2.40555,-3.2332,-0.960383,-0.599267,-1.75571,-40.2714,19.029,17.2716,5
standing,99.0,33.0,3.0336,9.40441,0.631118,-0.0400257,0.0300161,0.00987566,-31.8846,-54.2273,29.2457,34.625,0.242655,9.80107,-1.534,-0.00357255,0.00281848,-0.0300533,-32.9715,-54.6645,23.0429,33.375,9.61038,-2.14647,-0.405968,0.0281002,0.0136622,0.00378208,-96.8765,-27.4192,41.1704,1
Nordic walking,128.0,30.1875,-6.38443,2.96947,-1.68203,0.922079,-0.254149,-2.12252,26.8532,-31.7689,-18.9809,35.125,0.391927,11.4582,-6.95762,-0.584108,0.13904,-0.294155,14.2751,-22.4775,33.2417,34.0,17.1857,-7.46907,-5.35048,-2.28782,0.715576,-2.84498,-27.1601,-25.3055,3.73673,2
standing,97.0,35.125,-8.59056,3.90272,3.13119,0.202059,-0.115832,-0.125366,25.9341,-17.5168,-23.5325,37.0625,0.540467,10.0042,0.79399,0.047986,-0.200209,-0.00365394,12.9231,-31.7581,-10.7367,34.3125,9.80855,-0.657161,-1.60946,-0.034061,-0.0182551,0.0734279,-27.3984,21.4869,20.718,5
transient activities,93.0,33.8125,-8.43386,10.1507,-2.35275,1.55469,1.48265,3.89043,3.60392,-37.4492,2.98117,37.25,1.04857,8.12655,-3.75977,-0.351292,-0.528943,0.478793,6.26758,-32.8093,-5.13804,34.6875,9.82946,0.819759,-1.15533,-0.376718,0.416926,0.17665,-40.4055,19.3578,24.0023,2
vacuum cleaning,110.0909090909091,34.0,-5.09781,9.64628,3.549,0.496535,0.377709,-1.38656,23.6048,-20.8458,7.85682,36.75,2.75366,7.48794,-2.72006,-0.017161,-0.782427,-0.454974,-12.9506,-18.4338,-0.135084,35.1875,9.20584,-2.23865,-2.76351,-0.194825,-0.00431558,0.00775322,-0.212556,3.68958,33.5991,6
lying,61.0,31.0625,0.369947,4.56522,8.68989,-0.0547506,-0.0274006,-0.000526144,-5.50772,16.1718,-33.5156,33.875,0.735251,2.11695,9.41921,-0.00311813,0.0110578,-0.0317242,35.7713,4.30551,-32.0742,30.875,-0.919525,-8.61178,-4.98881,0.0112926,0.0200515,0.0124629,-11.8016,29.7684,-6.89403,7
sitting,76.0,31.75,0.579658,8.09965,5.29422,2.17808,-0.110023,-0.0876729,-0.786808,-20.1464,-19.5806,34.625,0.12265,9.12017,3.49976,-0.0033694,-0.0463771,0.00470349,4.26583,-17.2872,-8.94737,32.625,8.92703,-4.00266,-0.401457,-0.00687329,0.0638452,0.0191277,-22.1563,-0.471606,14.7294,3
lying,73.0,32.6875,4.81698,0.465629,8.15454,-0.00290203,0.0285472,0.0236827,19.2668,4.78619,-50.1632,34.6875,-0.36714,1.93291,9.516,0.0260709,0.0360689,0.0225729,40.6034,4.12316,-28.2324,33.375,2.46879,-9.48026,1.14848,-0.0236341,0.0226188,-0.0143881,-21.4016,16.3267,-12.3018,4
sitting,84.0,34.9375,-0.487072,7.32011,6.28154,0.0271795,-0.00581187,0.00207642,6.88057,-25.8046,-20.0317,36.8125,0.521845,9.59476,1.49196,0.00612336,-0.0276294,0.0101642,1.52424,-25.0241,-5.07311,34.125,8.83145,-3.10016,-3.91969,-0.0395882,-0.0245685,0.00166994,-25.3317,2.07133,20.4641,5
transient activities,110.0,29.75,-5.07496,7.71075,3.51739,-0.000881943,0.00330698,-0.0130365,29.3102,-15.705,-14.1017,35.0,-0.0629025,9.85701,1.01586,-0.127162,0.0271394,0.00527595,1.53327,-20.6512,5.90047,33.0625,9.61522,0.904913,-2.1228,-0.00392063,0.0274579,-0.0268946,-37.0192,-9.2406,3.41626,4
transient activities,102.0,33.0,-8.91739,3.20743,1.47368,0.57794,-0.208043,0.0787806,36.8078,-43.711,-15.2888,37.5,0.743477,8.3445,-5.08252,0.12052,-0.411379,0.299189,-10.013,-48.5299,1.58064,35.0625,9.66684,-0.381675,-2.69313,-0.15483,0.114366,-0.147001,-43.8439,28.9053,45.546,2
transient activities,119.0,33.1875,-2.05004,4.45893,3.1888,-0.377588,0.537139,1.61532,2.08144,-37.483,-51.3156,37.6875,1.39134,9.76981,-0.0416937,-0.0526825,0.280883,-0.00510546,14.9231,-38.9194,-16.0403,32.0625,9.73444,-1.14056,-2.80349,0.0262978,-0.0177326,0.0239641,-46.824,-1.13853,9.18748,7
sitting,71.0,34.3125,-1.99952,-9.41043,0.965585,-0.0240134,0.00272682,-0.0192065,7.26236,24.8104,-14.3027,37.625,0.225304,9.58886,0.479863,0.0453293,-0.0224174,0.00127028,5.90215,-25.8313,-4.33304,33.9375,9.19983,2.73387,-2.60148,0.0349602,0.0164868,-0.0119281,-18.0468,16.0125,25.154,8
transient activities,101.0,32.6875,9.45208,6.38955,0.0831461,0.711375,0.0770575,-0.907977,-45.6271,-5.94972,1.10702,37.25,0.57807,9.2163,-4.31393,0.00924453,-0.0180085,0.0542459,-12.308,-46.8403,-3.72275,35.0,9.6634,-1.68426,-1.25726,-0.0136429,-0.0703917,0.0548747,-46.117,29.5741,42.7248,2
transient activities,128.0,32.3125,-4.80837,2.4352,3.57767,2.33331,-0.188366,-0.0263403,49.8953,-12.9463,1.45652,35.625,0.363891,5.06079,-0.858141,0.428311,-0.4783,-0.275138,-14.4015,-40.1989,22.1161,33.5,-0.0269292,0.408338,0.984338,1.58712,-0.358685,1.73584,-27.7568,-11.17,29.69,4
cycling,134.0,28.5625,-10.2477,1.16205,4.92452,0.0171074,0.0464671,0.0838499,38.1131,-9.24114,-37.1243,33.9375,0.501834,7.48552,-4.1548,0.0192367,-0.111447,0.261661,-5.09081,-42.202,5.97674,32.8125,4.3841,9.31808,-0.839429,-0.00998363,-0.102967,-0.0816999,-32.7997,-24.0731,22.0283,4
ironing,101.0,33.375,-4.38738,1.90432,8.20425,1.65131,-0.70134,-1.16649,-16.3537,-20.0444,-67.3129,35.3125,-1.29802,9.19134,-3.34109,0.0344779,-0.658888,0.114526,-8.20493,-56.2164,-7.59565,34.1875,9.75439,-2.18378,-0.597208,0.239093,0.0399013,-0.379833,-57.9853,-1.37763,45.5862,1
running,164.0,30.75,8.01494,1.05058,0.0411427,0.031225,-1.21473,-0.468065,42.0171,-40.3887,-0.9623,33.875,1.54709,0.344867,-1.63452,-0.456551,-1.10111,1.12257,-15.4291,-46.8654,22.5841,33.1875,18.4956,4.76237,-2.40297,0.526747,-2.40577,7.9748,-53.4077,-27.7439,24.7202,1
walking,125.0,31.1875,-12.1862,2.57419,-0.0741545,2.35023,-0.883387,-3.00908,39.1673,16.0515,-10.6212,36.125,-0.206523,9.14712,-3.78583,0.362727,0.0447221,-0.209191,1.69831,-19.8222,33.1771,34.375,27.6975,5.47667,-3.9338,1.37375,-1.13626,6.31814,-39.4657,4.0888,16.405,2
cycling,117.0,32.875,-3.03214,1.60787,5.95479,-0.0610432,-0.00416062,0.117126,53.2573,0.747286,-36.5594,38.0625,0.399293,7.61281,-7.64196,0.439327,0.130982,-0.14047,9.46482,-19.3103,46.6983,32.3125,12.5078,1.28514,-4.41087,-0.250568,0.578525,-1.84757,-32.6623,-29.1613,1.61087,7
lying,91.0,30.9375,6.05787,5.02723,5.96396,-0.0119148,0.0274078,0.0185146,-13.1391,14.7034,-59.1056,32.75,1.0753,1.85178,9.34879,-0.00194638,-0.0355398,-0.0027229,39.7725,10.548,-54.2152,31.3125,-0.66418,-7.76423,-6.68939,-0.0263097,-0.0370437,0.0181304,-14.4468,45.3109,-5.76388,1
transient activities,127.0,33.8125,1.36677,9.46386,1.56813,0.0272704,-0.023367,-0.027735,-19.1596,-35.1455,2.68806,36.5,0.094473,9.68962,-1.38144,0.0231893,-0.00630857,-0.0231127,-21.0875,-37.0997,1.79577,34.875,8.94455,-3.79627,-2.4478,0.0086037,-0.0367666,0.00955976,-38.6301,10.7349,20.5538,1
