activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
transient activities,124.0,34.625,-10.234,3.61741,3.72333,-0.658796,0.422661,-0.272976,45.0524,-0.406252,-4.51516,38.3125,0.091691,10.3663,-1.53857,-0.119743,0.816753,0.27982,-5.19808,-26.4803,21.2562,34.3125,11.2967,-4.46195,-6.43287,0.650729,-0.746544,-1.27942,-30.6561,9.04624,25.4014,5
lying,73.0,34.875,0.865595,7.34553,6.0708,-0.0395839,-0.00192553,-0.0262448,-9.88061,8.09147,-32.4078,36.5625,-0.214434,1.59381,9.55859,-0.019613,0.0208001,0.00549742,38.7853,5.60934,-28.6765,34.125,-0.452874,-9.26619,-4.24676,0.0159591,0.00753182,-0.00182153,-13.6716,28.0613,-6.18947,5
transient activities,95.0,33.875,3.56657,3.28674,8.54965,0.142073,-3.2912,-1.46785,-18.5684,-17.4143,-81.4476,36.8125,4.56308,20.7964,0.560741,0.757358,-1.6972,-0.568566,7.07276,-56.6774,-23.1853,35.1875,23.833,0.85998,1.80507,-0.714998,-1.14909,-1.81457,-50.6004,10.295,24.1951,6
standing,83.0,34.5,-9.70538,-0.288838,0.165101,-0.0698444,-0.00470466,-0.0467841,48.7971,-6.19556,-11.9679,37.5625,-0.468167,9.81511,0.195518,-0.0391523,0.0302277,-0.0134937,-3.35001,-37.2357,5.11463,34.25,8.12922,-3.92413,-4.77075,0.0405601,-0.0189476,-0.0374533,-31.1021,13.5833,28.373,8
transient activities,131.0,32.5625,-7.71371,5.9516,-0.326454,-1.02184,0.457061,-0.00921577,34.3793,-53.2015,-9.42264,35.375,0.47234,9.17836,1.14393,-0.130943,0.141077,-0.0978229,-8.47777,-46.7103,-3.04551,33.4375,9.39091,0.536692,-3.35768,0.0178154,0.0116101,0.00531125,-63.7047,12.8095,44.0026,4
Nordic walking,146.0,32.375,-0.22337,2.3456,1.83774,-1.19336,-0.881676,3.0738,-9.62286,-33.8807,-62.5628,36.9375,0.259733,8.19557,0.485016,0.256988,0.249272,-0.16621,35.7881,-59.0613,-3.74495,34.1875,9.14213,0.534497,-2.89714,-0.076779,0.463825,-0.891082,-68.5051,16.2224,-6.25091,1
ironing,107.0,34.3125,0.433209,5.28112,8.18809,-0.00489943,-0.00803588,0.0625843,-18.2302,-24.7496,-48.3626,37.625,0.364387,3.34387,-9.71965,-0.0112435,0.0852925,-0.0858797,-28.9677,-8.33203,61.6557,35.0,9.36677,-2.62314,-2.2964,0.0681654,-0.0649748,0.00315007,-35.7645,18.5098,42.5221,2
ironing,92.0,34.6875,2.57185,-9.92004,-1.08103,0.54891,-0.0476218,-0.177962,-9.93664,52.7649,-38.9778,37.6875,0.21342,9.84958,0.0528698,0.00192779,0.0887147,0.0823395,-15.4142,-49.1558,-9.56609,34.5,9.67266,-0.535477,-2.46057,0.00823115,0.0307348,0.0133428,-54.133,2.77511,-9.70644,8
Nordic walking,138.0,29.5,-11.3183,9.27177,2.87978,-0.761461,-0.216168,2.28455,47.079,-8.47103,-25.7299,34.8125,2.0006,10.8328,-4.02237,-0.104818,1.12845,-0.175085,16.2224,-32.3032,23.8354,33.0,11.0152,0.456746,-4.11231,-0.945088,-0.277699,-0.947585,-44.4082,-12.199,10.3435,4
running,154.0,33.8125,-4.75285,22.4665,7.59058,2.54576,-1.26988,-1.90766,39.5448,-19.4773,-13.3121,36.5,-0.726423,21.3907,-3.17679,-0.260042,-1.57598,0.246845,7.03136,-25.9077,28.6703,34.0625,2.47293,2.32808,-3.55551,1.95628,1.31734,5.47932,-0.558503,-37.2855,16.2001,5
transient activities,91.0,34.25,-8.51343,5.27449,-0.374636,0.204468,-0.0802014,0.0412635,21.5036,-26.6237,2.77713,37.5625,1.52407,9.21177,-4.5291,0.0351108,0.10136,0.00138082,-11.0336,-23.9611,6.86919,34.9375,9.65768,-1.30232,-1.52982,0.0147341,-0.000939665,-0.0357769,-18.6219,-15.7899,37.56,2
transient activities,85.0,32.9375,-5.14752,5.2797,7.37324,0.637211,-0.0377017,-0.117997,33.7294,-35.0866,-65.3048,34.9375,0.903185,9.80189,-1.09611,-0.0296426,0.0906806,-0.0726828,-7.91389,-40.2734,-11.9614,34.0625,9.21694,-0.101723,-4.0887,0.0325968,-0.0551608,-0.031512,-33.387,26.7441,43.1003,6
standing,76.0,34.4375,-9.45036,-1.14479,2.25013,0.691767,-0.0560842,-0.091974,45.5093,-8.25699,-16.6731,37.5625,0.565004,9.62466,0.369738,-0.0670684,0.00803522,0.0556268,-5.45059,-35.4825,5.93608,34.1875,6.73922,-7.05336,-1.7556,0.0318857,0.0271254,-0.0149874,-19.9097,28.0582,18.1837,8
standing,91.0,34.0625,-7.50982,4.51595,4.76178,0.111861,-0.497323,-0.0436016,16.1619,-27.0517,-24.4783,37.375,0.444757,9.10822,-3.65774,-0.259617,-0.337311,0.35769,-9.86139,-25.2407,8.11102,34.75,9.55227,-2.09148,-2.45215,-0.13437,0.118864,0.0965065,-16.0053,-18.0995,38.3804,2
transient activities,125.0,32.0625,-5.26593,10.1539,0.773682,0.976478,0.492165,-0.914511,49.8918,-24.9185,4.43778,36.6875,3.22154,7.98947,-6.27554,0.560916,-0.473176,-0.341308,11.1409,-22.4713,43.981,34.0,10.3,1.13625,-3.08195,-0.11942,0.0149149,-0.630724,-43.8474,-33.8031,-10.0806,1
ascending stairs,125.0,35.0625,-10.3007,4.58538,1.60226,-4.46156,0.569912,1.68587,50.9383,-21.7032,-19.8833,37.8125,3.00195,11.4429,-2.41865,0.369481,0.674076,-0.264682,-9.24226,-37.6944,34.8282,34.125,3.48538,6.93298,-5.65754,0.000906329,-0.623843,-1.67779,-26.4289,-30.7051,20.0728,5
transient activities,126.0,32.5625,-7.58572,6.1914,1.13717,-0.0100364,-0.0257835,-0.0308071,26.8068,-56.4033,-20.0177,35.4375,0.819054,9.70496,1.22594,-0.0663784,0.00708966,-0.0082381,-11.2924,-48.0252,-2.91662,33.4375,9.27265,0.234939,-3.51138,-0.026655,0.00810782,-0.0137444,-61.5539,14.6389,45.8519,4
transient activities,103.0,32.6875,-10.9304,9.66963,5.27046,0.641572,-0.479956,-0.805708,43.253,-12.7216,-7.06147,36.6875,0.913109,9.8129,0.530316,0.0608348,-0.215174,-0.0283809,5.96908,-29.2105,18.1063,35.0,9.62128,-0.0475144,-1.73093,-0.0897992,-0.00323161,0.0757853,-31.8112,-11.3816,20.3151,6
Nordic walking,106.0,30.8125,-3.60934,6.09691,2.54411,-0.542149,0.669888,-1.22775,17.4331,-42.3673,-6.69815,36.0625,0.877381,9.85119,0.606987,0.371152,0.496774,0.0212054,-11.1142,-38.2259,-7.20115,34.8125,21.1402,15.8636,-6.22652,-1.54305,0.193775,6.34027,-30.2955,33.6151,24.2395,6
ascending stairs,116.0,32.5625,-4.51408,2.80957,3.27291,-4.40101,0.984206,-0.439926,34.6585,-39.3152,-5.96416,35.25,-0.695783,9.93771,1.50751,0.119006,0.457138,-0.26607,-5.08562,-43.8883,15.0106,33.375,18.3997,6.23538,-6.04052,2.96838,0.978753,4.55164,-54.9746,-8.1666,20.2299,4
ironing,84.0,34.0625,-6.75641,7.15081,3.07073,0.159157,0.135272,0.179652,21.6892,-37.5043,-3.45546,36.5,-1.3595,9.7305,-1.60152,0.0971367,-0.195006,-0.0458746,-1.0052,-36.9251,-4.60012,35.125,9.68118,-2.70547,-1.75241,0.0568421,-0.0459621,-0.287377,-30.7732,6.40456,44.4096,6
transient activities,98.0,33.8125,-7.80262,4.99347,2.75444,-0.0395814,0.0253725,-0.00698039,44.0322,-1.96122,1.13932,36.8125,0.936255,9.77176,0.0274972,0.0299745,0.0203224,-0.0391847,13.3409,-29.2307,23.9389,35.1875,9.55624,0.150918,-2.73615,0.0378833,-0.00189355,0.0241431,-20.135,-11.1121,3.61965,6
standing,81.27272727272727,32.5625,-8.85553,3.40254,2.12823,0.065876,0.0710787,0.00589958,31.7602,-13.1727,-6.33792,35.75,0.944836,9.70719,1.61542,0.083019,0.0440594,0.140243,-4.13406,-26.489,-10.6808,33.5,10.0174,0.133854,-0.994789,0.0443071,0.186163,-0.137926,-6.58621,-3.54984,22.4911,3
standing,110.0,32.75,-8.19448,3.63926,3.71532,0.0499925,-0.000938167,-0.0175226,27.933,-36.5019,-53.5314,34.375,0.286588,9.8399,-1.33973,-0.0130934,-0.0197088,0.0202126,3.23899,-61.1983,-29.9831,33.125,9.87469,-0.855914,-0.565625,0.00620505,0.0202967,0.017966,-82.0149,44.3921,-6.33506,1
transient activities,122.0,33.5,3.14327,8.29575,4.02339,-0.0839263,-0.202293,-0.105989,4.84293,-56.0805,-9.26961,37.1875,-0.107637,9.64997,-1.77218,0.0284205,0.0203727,-0.041447,-1.11201,-39.259,30.534,34.875,9.73058,-0.628439,-0.414156,0.0053748,0.0240102,-0.0150864,-55.2452,-29.6907,1.44408,1
running,167.0,33.8125,-12.7635,16.3077,7.68381,3.84765,-0.607841,-1.78238,24.0827,-33.3061,-29.076,36.375,-1.24187,20.7742,0.0684369,-0.912735,-1.68397,0.663932,0.918357,-39.8284,-9.2234,34.0625,4.76842,0.484695,-2.74874,1.15308,1.32433,7.19533,-34.7913,-18.0381,26.5529,5
transient activities,118.0,30.625,-0.675797,-9.4668,4.29552,0.148568,1.69473,-0.0308505,16.9285,27.2722,-15.1246,34.0625,0.309962,10.0333,-0.565514,0.0439553,-1.39568,-0.242571,5.07716,-27.3697,15.8336,31.8125,10.0766,1.34411,-0.461439,-0.172946,-0.624725,0.0405918,-25.4285,12.3397,8.25429,8
transient activities,127.63636363636364,33.9375,-8.9129,2.19577,2.90119,0.73191,-0.00617472,-0.246931,36.6485,-13.2357,-4.02664,37.6875,-0.086276,9.66356,0.24165,0.0601925,-0.123984,0.0676813,-4.77582,-25.9691,10.8219,32.75,9.57527,-0.425036,-1.96059,-0.0877849,-0.018889,0.06304,-28.4641,-3.4188,26.7001,7
walking,111.0,31.5,-9.77576,4.10745,3.76703,1.07795,1.08421,-0.410262,47.2402,-4.13395,-22.3445,35.6875,-2.28104,11.3412,-3.28845,-0.23898,-0.161196,-0.568445,6.73878,-39.171,19.7193,33.5625,20.821,-4.01648,-3.17361,-3.20843,0.0360675,-3.11294,-19.344,-36.1264,4.21878,4
transient activities,167.0,33.75,-13.3605,-0.343411,-0.659212,-0.974714,0.747626,1.2642,29.5121,17.1676,-17.451,37.875,2.54983,13.2807,-3.71061,-0.359291,1.2854,0.514775,10.2356,-31.4078,-4.27123,33.6875,22.2558,3.27187,-4.09169,3.22722,1.20486,2.61503,-48.3231,-5.90623,26.0658,8
sitting,80.0,32.125,-1.58544,2.72707,9.32109,-0.0574619,0.027025,-0.0263793,5.19482,-8.82533,-29.9427,35.1875,0.59805,9.30223,2.8108,-0.0222101,0.0110452,0.00173828,3.97078,-18.8563,-7.36046,33.0625,9.63991,0.762249,1.38999,0.00434745,-0.0619518,-0.00329145,-14.0033,-4.55434,18.085,3
transient activities,102.0,32.6875,-8.60521,5.92582,4.4712,0.343587,0.189972,0.0751989,41.9387,-15.8788,-8.22075,36.6875,0.830762,9.66123,0.335713,-0.153044,0.140818,-0.0196356,5.48215,-29.0616,16.269,34.9375,10.0539,0.372756,-2.38512,0.293169,-0.0921498,-0.247013,-32.6025,-10.3131,20.0274,6
transient activities,135.08333333333334,30.375,-7.51247,7.30807,3.02039,1.78787,-0.178571,-0.289676,69.7612,-39.6102,-42.8182,34.0,0.603241,7.05079,-7.13307,0.0992316,-0.139971,-0.0154649,-15.1565,-45.7149,78.9757,33.25,9.67292,-1.7524,-2.22148,0.0152525,-0.00210585,-0.135829,-43.9818,-32.1113,4.29683,1
standing,73.0,32.4375,-9.42977,2.67571,0.967463,0.00575355,-0.00312976,-0.008144,30.6504,-16.642,-9.37434,35.0,1.32158,9.62099,0.189852,-0.0290744,-0.00847226,-0.00560774,1.39339,-30.4331,-7.72239,31.9375,9.71217,-0.346192,-2.42275,0.0103134,-0.035356,-0.00381407,-1.02214,-5.99249,11.0562,7
running,168.0,33.8125,-15.6492,26.6472,7.2978,-1.8222,0.431538,5.58052,4.88319,-44.4355,-18.3398,36.4375,4.91036,20.6571,-3.14973,-0.702581,2.12596,-0.319647,-14.1933,-38.6278,-7.5023,34.0625,14.4255,8.92441,-6.83116,-0.777974,-0.727221,-2.63633,-40.9238,8.28465,30.0466,5
transient activities,77.0,30.4375,-0.697363,8.78347,4.27211,0.00739697,0.429434,0.268219,-2.62239,-28.0099,-26.0094,32.3125,-1.04819,9.70212,-0.0856699,-0.0488287,0.0788256,-0.0238545,2.55181,-30.3337,-5.68139,30.4375,9.84388,0.625419,-0.613723,0.0111124,-0.0413438,0.0433962,-12.7008,-7.33351,7.77109,3
cycling,139.0,28.9375,-7.34276,-0.451058,9.51498,-0.316391,-0.367117,0.248303,51.1073,8.31265,-29.5144,34.8125,0.474446,6.62518,-8.87646,-0.505671,0.549027,-0.393136,8.02786,-10.1012,47.2,34.125,9.71505,4.85189,-1.99191,0.187286,0.382131,-1.16765,-26.1493,-32.0417,8.1614,6
transient activities,148.0,32.25,-10.195,2.72683,1.76406,1.78259,0.642407,-0.925036,25.2731,-9.42093,-31.9792,35.625,-0.68956,12.8568,-1.13489,0.232698,0.335907,-0.260704,9.36364,-26.8637,-2.47004,33.5,19.9771,-3.30416,-1.41157,-1.6534,0.334721,-2.82719,-14.0632,-14.5992,15.2753,4
Nordic walking,132.0,30.4375,-7.15016,7.04591,3.71947,0.66977,0.0821528,-3.06838,40.6341,-8.96184,-26.8781,35.5,0.923175,5.6784,-3.90897,-0.274743,-0.272396,0.592554,19.1912,-23.0668,30.864,34.1875,4.05553,0.136798,-1.44184,1.24568,-1.56925,3.73311,-21.4884,-22.4453,-10.885,2
transient activities,110.0,32.5,-11.9912,6.52272,0.377293,0.203979,-0.201143,-2.01655,33.5345,12.5567,-35.0131,37.125,0.728873,12.3301,-5.9476,0.161889,0.264744,0.349093,14.3217,-23.5864,32.1377,35.0,16.8047,-0.320529,-1.69416,1.06274,0.322368,-2.93753,-42.24,5.39984,8.02472,2
standing,90.0,35.25,-2.49788,8.23275,4.74734,-0.0617241,-0.0249981,-0.359847,78.5908,-126.717,-79.8004,37.1875,1.66307,9.46904,0.157811,0.0295957,0.114618,0.0988386,-4.79162,-41.6694,-20.392,34.4375,9.3517,0.195211,-3.35596,0.0212727,0.0420608,-0.0211772,-48.9849,28.4244,43.4689,5
sitting,82.0,34.9375,-0.164149,6.64124,7.01993,0.0254578,-0.0306065,-0.016294,2.9047,-19.3947,-30.561,36.875,0.533183,9.5597,1.87949,0.0129565,-0.0111022,-0.0293199,5.90568,-23.7657,-6.45981,34.125,9.03376,-2.72551,-3.45686,0.000694007,0.00753625,0.0217705,-36.2221,2.51039,28.7934,5
ironing,85.0,32.75,-5.09295,7.48877,4.13367,-0.337793,0.238346,-0.00817797,3.7189,-31.4577,-31.9056,35.9375,-1.16038,9.50606,-1.28741,0.079763,0.117318,-0.0799567,6.35271,-31.09,-10.1601,33.625,9.72817,-0.236784,-1.88302,-0.016318,0.119616,-0.0363036,-32.5254,22.802,34.6195,3
walking,124.0,32.625,-11.1521,-2.51369,4.65396,-0.724014,0.694413,1.83647,44.0356,23.7182,-11.3522,37.25,1.77416,10.1164,1.28063,0.154113,-0.240787,-0.427201,21.0986,-27.6505,-33.9689,32.875,23.1825,-39.6478,-2.85109,-1.16126,-2.17409,-4.72345,-15.399,-27.7129,42.5176,8
Nordic walking,122.0,34.8125,-1.97098,-1.99006,-0.82944,-0.722426,0.646748,2.6154,23.5926,-39.2306,-20.2465,38.5625,0.304138,3.36262,-1.43452,-0.176383,-0.0706569,-0.439335,11.9841,-38.9796,21.5877,34.375,9.23918,0.994548,-3.51643,-0.671353,-0.0437476,-0.524806,-41.0024,-17.8793,19.0138,5
ironing,108.0,33.5625,-6.67406,4.11358,7.16187,1.12752,-0.773192,-0.112775,12.4402,-13.5886,-50.9565,35.5625,-1.68571,8.73072,-4.81802,-0.158424,-0.49736,-0.45687,-0.939255,-41.837,3.74748,34.25,9.67911,-0.368609,0.355495,-0.312606,-0.0360231,-0.0070334,-49.0715,9.47516,33.9879,4
transient activities,122.0,32.125,-9.40762,6.19484,4.15038,0.209618,-0.442456,-2.0368,44.4744,-18.4036,-54.7979,35.625,-4.56122,10.5684,-1.73969,-0.0513666,-1.2159,-0.502653,21.6837,-44.5951,-6.93679,33.5625,17.0991,2.75322,-6.37955,-4.64643,-1.30712,-1.71927,-55.6292,-34.1555,15.1518,4
transient activities,166.0,30.8125,1.32514,-6.53726,6.93275,0.0182881,0.0284161,0.00557203,17.2614,17.1867,-38.5547,34.0625,-0.784721,9.73816,-0.197177,0.0428459,0.0412365,0.0135695,16.4422,-32.0391,10.299,31.6875,6.28573,-7.46753,-1.83485,0.0527183,0.0118515,-0.00641071,-12.3333,23.9363,14.6693,8
transient activities,171.0,30.875,-5.99101,-5.91001,2.77987,0.539168,0.362397,0.436777,23.7917,36.5728,-33.6986,34.1875,-0.427219,9.58985,0.313154,0.430569,0.458436,0.225885,18.1611,-40.466,-7.97177,31.75,9.50045,1.06915,-3.55281,0.1115,0.221163,-0.844022,-35.9987,-25.2363,53.647,8
walking,113.0,34.75,-10.8979,4.75317,2.86283,0.542253,0.445607,0.839755,59.4474,9.48836,-18.2525,38.3125,2.46449,10.2684,-3.74108,-0.0569784,0.0759132,-0.0746928,-8.88319,-57.944,24.0883,34.375,11.328,10.6206,-2.93732,1.04307,-1.49383,-2.79234,-48.3399,-5.78042,24.7891,5
transient activities,107.0,32.375,-2.66832,-8.11344,5.37724,0.30356,0.121716,-0.0979892,-4.82704,28.0611,-15.3478,37.0,0.162055,9.74256,0.904148,0.0884138,0.0429325,-0.019395,18.2263,-27.1925,-0.85546,32.5,9.22486,-0.4843,-3.73894,-0.00127732,-0.0519353,0.00230185,-25.2302,14.5842,30.52,8
ironing,91.0,34.0625,-6.37629,4.22372,7.01201,-0.209846,0.40608,0.257943,15.0255,-2.06215,-51.9503,36.4375,-0.983704,9.71935,-3.06607,-0.0539243,0.0689764,-0.196937,12.3454,-38.7035,-8.30425,35.0625,9.2545,-0.710421,-3.96877,0.0142151,-0.0432163,-0.0393257,-31.5736,33.972,36.2903,6
Nordic walking,116.0,30.4375,-5.40105,6.41946,3.0935,0.0917256,1.21809,-1.34299,46.5907,-29.6428,7.73238,35.875,-1.28303,8.52613,-1.48006,0.00501812,1.12534,-0.276044,-19.1257,-41.0628,28.2923,34.625,14.6097,3.07872,-7.1403,3.79727,-0.16363,6.01461,-42.1594,-20.2493,25.2531,6
ironing,84.0,32.75,-2.99809,6.32235,7.05553,-0.0164961,0.0771273,0.00501903,-4.0832,-21.7716,-39.1185,36.0625,0.0993469,9.80362,-1.22684,0.0415594,-0.0745229,-0.0491582,-3.27745,-32.0222,-7.48821,33.6875,9.80527,-1.07449,-1.64549,0.0546293,0.072562,-0.0208034,-30.2113,19.6935,38.2808,3
transient activities,124.0,31.9375,-9.16586,2.83478,2.01004,-0.0349034,0.0430811,-0.00467643,31.5815,-15.9201,-20.3687,36.5,1.18855,9.02639,-4.26353,0.0112417,0.00320826,-0.0105856,4.42098,-30.6058,5.01088,34.5625,9.68723,-1.75658,-1.71965,0.0941874,-0.0244231,0.0067498,-26.6585,18.1898,17.1933,2
cycling,117.0,32.6875,-8.37847,-2.12319,8.312,-1.45958,-0.107774,0.0453794,8.8912,-16.2549,-53.1641,37.6875,-0.226198,8.04262,-5.6412,0.247779,-0.139103,0.445658,-1.8548,-43.6196,14.0446,32.125,8.94957,3.09572,-4.88308,0.415127,-0.0436137,-1.01901,-41.8507,-7.7597,30.913,7
vacuum cleaning,105.0,33.6875,-14.6472,-3.04365,-6.7119,-0.694914,-0.326928,-0.920166,30.1829,-17.6112,-11.336,35.9375,-0.0367993,-1.78602,-11.2204,0.0504176,-0.104941,0.0589781,5.52872,-2.5167,35.5772,34.4375,9.40972,1.81341,-1.62888,0.283499,-0.0819403,0.116992,-2.17531,-5.58184,-0.153049,4
standing,82.0,35.125,-9.00728,2.23928,3.43846,-0.274553,0.129593,0.730312,25.2456,-19.2201,-27.589,37.0625,-0.329135,9.92448,-0.26697,-0.0310714,-0.248903,0.00293708,15.3112,-32.2373,-6.76928,34.3125,9.79277,0.325441,-1.03687,0.154522,0.0845738,-0.0787205,-28.6266,19.2308,20.7163,5
walking,127.0,31.0625,-14.3175,2.06751,5.01445,0.482506,0.997912,-5.2581,40.7014,-3.22589,-24.734,36.0,-0.154073,7.0718,-4.39767,-0.535562,-0.724213,0.814561,14.0167,-24.1113,29.5583,34.3125,0.243111,-6.91338,0.0292166,-0.425576,-0.879919,1.79892,-17.5547,-23.1384,-10.6771,2
transient activities,110.0,32.75,1.57084,7.36489,4.61877,-0.713439,-0.555224,-1.05813,-18.1132,-19.0265,-44.0376,36.6875,1.47757,9.65894,0.308717,0.339394,-2.5535,-0.106225,29.4527,-44.7502,-9.41993,34.9375,10.1314,-0.79663,-3.3804,-3.09975,-0.0383131,0.163639,-69.8026,-11.0555,12.2385,6
vacuum cleaning,103.0,34.125,-10.4746,5.34684,-2.48257,-1.12539,-1.06843,1.64146,38.9319,-19.6933,-13.9657,36.6875,1.78361,8.19326,-4.67598,0.0146582,0.401161,-0.0234872,3.73374,-34.0199,9.7988,35.1875,10.3978,1.72681,-1.07795,-0.231927,-0.21382,0.400348,-48.1383,12.0209,-3.73913,6
transient activities,141.0,27.9375,-9.82138,2.4956,1.69347,-1.69608,0.538543,0.310492,39.2505,-2.45526,-5.8033,33.25,0.0777432,9.99563,-0.685761,-0.166006,0.00190467,0.0634138,2.95054,-23.2935,16.0776,33.875,9.28411,-2.85923,-1.21527,0.0550958,0.011161,-0.0591894,-31.1924,5.79489,5.26313,6
transient activities,118.0,30.625,-0.37923,-6.9991,4.715,-1.31204,0.392293,0.370949,22.1972,25.0039,-17.3525,34.125,1.97619,9.54521,0.434283,0.0247603,-0.0835198,-0.0861773,2.62672,-28.3121,16.9499,31.8125,9.8909,-0.697852,-1.33823,0.0853806,-0.167015,-0.267168,-29.1932,12.1228,2.00068,8
Nordic walking,113.0,30.25,-16.1395,11.1212,1.80065,-0.0987319,-0.522321,0.542773,26.0742,-15.0463,-29.4533,35.6875,-0.519909,14.7505,0.565747,-0.0319423,0.0947442,0.274788,18.7096,-22.0487,-3.70139,34.5,11.717,22.7657,-7.33073,-2.49443,0.129125,-0.0687317,-22.7668,32.7806,-0.411819,6
lying,80.0,33.6875,6.84026,2.85958,6.09845,-0.0132578,0.0163156,0.0114542,7.05169,-0.0321017,-45.1453,36.875,1.2841,3.841,8.49424,-0.0173671,0.024035,-0.0270389,30.6604,-3.1444,-26.6693,34.5,-0.439559,-9.46021,-3.74376,0.0123369,-0.0256492,-0.0013545,-12.7892,23.8327,-4.52119,2
