activityID,heart_rate,hand temperature (°C),hand acceleration X ±16g,hand acceleration Y ±16g,hand acceleration Z ±16g,hand gyroscope X,hand gyroscope Y,hand gyroscope Z,hand magnetometer X,hand magnetometer Y,hand magnetometer Z,chest temperature (°C),chest acceleration X ±16g,chest acceleration Y ±16g,chest acceleration Z ±16g,chest gyroscope X,chest gyroscope Y,chest gyroscope Z,chest magnetometer X,chest magnetometer Y,chest magnetometer Z,ankle temperature (°C),ankle acceleration X ±16g,ankle acceleration Y ±16g,ankle acceleration Z ±16g,ankle gyroscope X,ankle gyroscope Y,ankle gyroscope Z,ankle magnetometer X,ankle magnetometer Y,ankle magnetometer Z,PeopleId
transient activities,123.0,30.625,-5.35787,-3.52036,7.47675,-2.21539,-2.75246,0.0303502,43.1127,17.6674,-39.791,34.25,-0.135724,9.56573,2.44817,-0.538842,-0.0105378,0.0711897,7.65816,-49.7729,12.8766,31.8125,9.7422,-3.88072,-2.01462,0.381213,0.433083,0.76251,-50.6918,56.0259,-12.0254,8
ironing,104.0,33.4375,-6.65232,4.67735,6.58298,-0.25136,0.551508,1.09101,9.74853,-7.8602,-50.4609,35.4375,-1.6342,8.46147,-5.62935,-0.0421952,-0.0206556,-0.0462328,10.6241,-41.3621,4.81227,34.125,9.74243,0.166653,-0.148842,0.0384477,-0.0318477,-0.0352167,-49.5002,6.7996,36.2588,4
descending stairs,134.0,32.125,-2.60869,5.86785,7.48626,-0.710303,-2.22218,-1.03921,-1.18681,-20.1913,-56.6097,36.6875,0.239204,6.47127,-3.92394,-0.163123,-0.164305,0.227227,18.7672,-38.9367,8.28176,34.75,21.576,-3.21861,0.842492,-1.27255,1.02739,-4.01705,-35.2191,-20.7653,-1.10008,2
ascending stairs,109.0,32.25,-12.8566,1.57768,-1.77428,1.48657,-0.365585,0.332063,24.5993,-17.7274,-0.634299,36.6875,1.65998,14.2011,-1.67751,-0.261541,0.208361,-0.561679,-7.74563,-18.4185,11.9523,34.25,16.4655,-3.34314,1.40829,-0.958528,0.295832,-1.07379,-4.22106,11.59,22.6333,3
ascending stairs,127.0,32.625,-10.8701,3.21594,0.713142,-0.582044,0.0696686,1.02518,52.9261,2.51719,-14.6537,35.625,2.10089,12.5953,0.50407,0.00966028,1.10641,-0.688342,-0.261921,-29.6372,29.3457,33.5625,15.3713,-1.42169,-0.582924,0.059828,0.764886,-2.62565,-35.2827,-31.733,2.03014,4
ascending stairs,76.0,33.75,-9.13502,2.98423,1.77907,0.0289427,-0.0118516,-0.0356974,32.1893,-36.3136,16.9882,37.75,2.1052,9.47292,0.940228,0.0479142,-0.0202686,-0.0199944,-31.2109,-24.4624,-3.75302,32.5625,9.43331,-0.833948,-2.92425,0.0355382,-0.0206457,0.0113573,-10.3325,-1.27811,55.1278,7
sitting,80.0,32.9375,-3.20068,6.28251,6.66776,-0.00402947,0.0112474,-0.0261908,10.9337,-21.5543,-21.2467,35.0625,0.604903,9.56981,-2.14622,-0.00993482,-0.0484649,-0.0115753,2.89509,-24.3113,4.80269,33.8125,9.61866,1.76783,-0.85466,0.0188727,0.0209539,-0.0268956,-6.89742,-5.53557,22.9489,4
transient activities,110.0,32.75,1.48402,7.66563,4.23159,-0.256119,-0.58478,-0.967881,-18.4835,-18.883,-44.5626,36.6875,0.840702,8.23351,0.805185,0.295847,-1.99988,-0.0837684,28.6902,-44.3341,-10.4146,34.9375,10.0265,-1.2924,-3.03109,-3.04554,-0.135968,-0.034069,-69.4042,-11.7186,12.3825,6
transient activities,152.9,33.5625,5.74885,1.85638,7.50952,0.279194,0.143783,-0.100937,-13.7616,-18.5048,-30.2702,37.8125,0.766739,9.806,-0.556499,0.019329,-0.0183785,0.00152451,0.779981,-30.2794,-9.70159,33.5625,9.05973,-0.0605571,-4.3607,0.00805353,-0.0299292,0.0371933,-6.74497,-3.04995,-4.71069,8
standing,100.0,33.1875,-8.10836,2.23027,3.22103,-0.0529733,0.276541,-0.0182658,35.4858,-9.07942,-5.49304,35.1875,-1.53759,9.69629,-1.1787,-0.0282219,0.03886,0.211478,-1.55584,-33.1716,1.86093,33.9375,9.00485,-0.0492657,-1.04263,-0.372725,-0.209399,0.275556,-10.619,-16.8095,22.5234,4
rope jumping,175.0,28.4375,-8.87252,8.77129,-16.9029,4.57261,-5.28749,1.57383,42.0257,-16.2775,11.1018,32.1875,-1.03316,8.02351,-3.29378,-1.87965,-0.43114,1.19914,-16.656,-29.3326,28.2278,30.3125,3.77886,2.58239,1.51154,-0.467058,-1.11801,1.59806,-33.4502,-15.2214,34.0978,2
transient activities,131.0,34.625,-1.59101,10.8853,0.941723,0.344502,0.338672,-1.70065,20.422,-24.7909,-21.2463,38.3125,0.594239,9.57615,-1.21713,0.227108,0.462199,0.0490182,10.867,-25.9056,14.7375,34.3125,9.2684,-0.790534,-3.46647,0.0704763,0.00866087,-0.0166345,-29.0643,-7.1677,11.3844,5
ascending stairs,122.63636363636364,34.6875,-7.68643,1.72651,2.42081,0.940427,-0.686911,2.14034,62.6072,-1.5828,8.31716,37.9375,-1.05587,6.93582,-2.67112,-0.509908,-0.00800679,0.105349,-21.4121,-22.2909,40.1552,33.8125,2.55435,1.26095,-3.12357,1.04014,0.662919,0.115728,-4.6718,-39.4101,55.6174,5
Nordic walking,138.0,29.5625,-9.19163,8.65209,3.33709,-0.898821,-0.70656,1.45974,46.5768,-2.48368,-19.991,34.875,-0.454153,14.0994,-1.0185,0.162169,-0.0654251,-0.180313,13.5516,-33.2351,22.694,33.0,16.7614,-18.6353,9.41709,1.16828,0.238453,-2.0605,-45.5889,5.48706,6.63116,4
descending stairs,107.0,33.5625,-3.22722,4.47631,4.0948,-1.00716,0.243355,0.92496,-52.2772,13.4629,-23.6932,36.75,0.331516,19.0583,3.20019,0.865343,0.042481,-0.762496,12.0226,-45.3839,-21.523,35.125,-0.565491,-9.13465,-1.66323,-1.06898,-0.2913,1.09299,-43.0355,-23.0493,21.4238,6
transient activities,96.0,33.4375,-8.00501,4.47112,3.5614,0.0315207,-0.0283359,-0.0286755,40.9987,-8.00339,2.23196,36.75,1.32598,9.83902,-0.972406,0.0438757,-0.0889289,-0.029193,12.1111,-26.0916,25.3225,35.0625,9.51359,0.418862,-2.96979,-0.0385685,-0.0471881,0.0164275,-23.7485,-8.22285,5.44741,6
lying,72.0,34.125,6.41799,-2.06227,6.91696,-0.0528848,0.00625415,0.00559825,-40.1312,-7.40772,-15.5861,37.25,0.989361,-0.520918,9.23878,-0.0276793,-0.0149295,-0.00978217,35.3009,14.7658,-28.8938,33.6875,-0.986251,6.48279,-7.5529,0.0279696,-0.0439516,0.0103311,-14.9409,8.55688,37.9385,8
transient activities,142.0,30.375,-5.04573,6.69432,0.21134,0.22518,-1.43633,-1.19046,56.0998,-25.8712,-8.72093,34.0,2.73301,11.0669,-2.46102,-0.306148,1.05066,-0.404572,-25.3051,-52.9585,4.03935,33.25,11.7401,-0.523804,-0.818683,0.343252,1.30096,-0.486681,-60.28,2.16998,16.8023,1
walking,114.0,34.4375,-9.9213,3.95854,3.95779,-0.134393,0.661239,-2.0959,24.3464,-33.6933,-30.2553,38.125,-0.621632,13.6073,-1.48459,0.0989787,0.0154455,-0.000266114,8.10001,-38.0219,-16.9389,33.9375,10.09,3.32229,-5.60599,2.4596,-0.9139,-3.14081,-39.465,-17.9547,19.4448,5
transient activities,93.0,31.25,-3.905,7.42645,2.45823,-0.296683,0.631155,-0.132834,27.4136,-20.4458,-17.3499,36.25,-0.440725,9.08883,-1.38918,0.726868,-0.343095,-0.280234,4.6962,-25.4189,13.7048,34.8125,9.67068,-0.915163,-2.45824,-0.0976658,0.0231566,0.297367,-32.0322,-2.01247,6.68755,6
transient activities,105.0,34.4375,-11.9069,-0.643298,1.01853,1.8528,0.111545,-0.483349,58.9474,9.35539,-2.24024,38.1875,-0.697641,8.20889,-3.55935,-0.428876,-1.66111,1.12598,-34.9708,-45.692,2.30899,35.4375,8.98594,-1.12513,-4.12331,-0.141574,-0.0168573,0.00147384,9.72857,47.7161,65.4844,2
sitting,72.0,34.375,-2.0759,-9.52366,0.964823,-0.106251,-0.00124319,-0.0195731,7.52432,24.5474,-15.4827,37.625,0.298501,9.73846,0.36454,-0.0291765,0.0218253,-0.00401536,6.27891,-25.9749,-3.62458,34.0,9.19873,2.73419,-2.64008,-0.00169958,0.0146739,-0.00101329,-18.6894,16.3025,25.2932,8
lying,70.0,34.875,0.863717,7.64804,5.95429,0.0473172,-0.00733285,-0.00523005,-9.61748,7.58041,-33.3239,36.6875,-0.0633188,1.51777,9.52285,-0.0411253,0.0178437,-0.0100466,39.171,5.33687,-28.3903,34.125,-0.349312,-9.0362,-4.59443,-0.00488785,-0.00402106,-0.0114376,-14.0626,28.5966,-5.9078,5
Nordic walking,142.0,32.5625,-4.09786,7.56008,4.49472,-3.00308,1.99143,-3.20177,62.2331,-17.8588,-16.3429,37.0,-0.827322,11.0395,-8.21741,0.0389603,0.710765,0.0956042,-4.95864,-45.2898,44.1963,34.3125,16.1636,-2.27702,-8.05587,0.184907,1.62881,-2.86063,-25.4998,-54.4762,-22.5815,1
walking,121.0,30.6875,-19.6937,5.10811,5.1161,-5.78138,4.42874,-6.13828,37.4488,9.81527,-0.253139,37.0625,-0.220539,2.99875,0.183439,-0.0107086,0.568865,0.40532,4.37097,-31.2661,16.2864,34.625,10.7563,-1.70998,-3.59986,2.20165,2.29677,5.77195,-38.2637,-15.9944,5.04087,3
Nordic walking,125.0,30.8125,-7.66515,-8.3031,9.45967,-0.00608407,-0.0521227,0.851621,27.3825,50.2861,-24.7341,33.9375,-2.24333,12.3632,3.05915,0.329632,0.392709,0.257362,3.87397,-54.4127,20.2089,31.75,13.2551,1.03122,-1.77754,0.591356,0.842469,1.97135,-34.2126,36.0839,9.3305,8
Nordic walking,114.0,30.375,-5.03917,8.82658,1.05097,-0.859901,-0.0268542,1.87826,7.07109,-44.3002,-12.7021,35.75,-2.21499,6.20949,0.717684,0.0812429,-0.435095,-0.364562,-7.69345,-38.6058,-11.2643,34.5625,10.0013,4.02794,-3.60462,0.577837,-0.548891,-0.710587,-40.0614,19.9469,26.4903,6
lying,76.0,33.8125,6.77671,2.86318,6.44387,-0.00220554,0.0361163,0.0247717,7.0684,2.13855,-44.7749,37.125,1.10074,3.54218,8.76294,-0.00575339,0.00553096,0.0283108,30.7612,-2.69632,-27.1575,34.625,-0.482091,-9.38243,-3.93762,0.018346,-0.0242388,-0.00132545,-12.2196,23.5823,-3.78585,2
ascending stairs,107.0,33.4375,-6.20021,3.55445,0.243127,-0.890363,0.500147,-0.526685,34.1909,-30.3474,5.66206,36.75,1.19577,9.45947,-1.4769,-0.0455502,0.431574,-0.101295,-20.7117,-36.8677,19.0922,35.0625,10.0286,0.380144,-3.27299,-0.551227,-0.0504546,-0.451293,-41.7389,9.73647,28.3401,6
transient activities,199.0,30.8125,0.00334424,-9.43445,4.26709,-0.671455,-0.16844,0.0102632,-2.95259,41.9879,-9.53061,34.1875,-1.37767,9.92329,-0.944219,0.143513,0.057016,-0.159142,29.1876,-35.729,6.03749,31.6875,9.1906,0.123435,-3.74306,0.0509247,-0.0405111,-0.0431424,-31.6689,10.5578,40.5721,8
transient activities,117.0,31.9375,-2.34562,9.48043,0.165412,0.0809114,-0.00592102,-0.0958259,10.1637,-23.7734,9.99717,36.75,-0.424633,9.70333,0.390274,0.0992466,-0.00214854,-0.0535714,-1.4222,-24.7027,16.2074,34.4375,9.8722,0.350966,0.430189,0.0445314,-0.00412719,-0.00815758,-16.8288,-4.27662,29.7463,3
running,106.0,33.8125,-13.8314,-5.16385,-1.2658,-0.200341,1.2772,-5.42679,19.5415,-45.8465,-30.3031,36.625,-0.336052,3.70508,-1.2149,-0.02204,-1.08025,-0.169894,-2.28562,-46.6965,11.803,34.0625,12.0316,-11.5297,-1.63495,-3.27996,-0.855083,-1.47196,-6.38002,-37.0758,32.4901,5
transient activities,92.0,34.375,-9.1401,2.83147,1.66405,0.3409,-0.405987,-0.122057,21.1905,-1.59492,-29.7007,38.1875,0.693785,9.45079,-2.99609,0.0286013,-0.0533192,-0.0801463,22.8863,-23.0521,3.58517,35.375,9.57631,-1.07179,-1.80221,0.0087515,-0.00731681,0.0271666,-12.9824,6.82393,-2.59679,2
walking,109.0,34.875,-8.89305,3.25141,2.16667,0.270009,-0.0729828,0.228691,42.4553,-10.4537,-19.4094,38.375,1.53187,9.57847,-0.425735,-0.118483,-0.173716,0.0054087,5.2255,-39.7503,10.5467,34.4375,9.52121,0.188481,-2.65957,0.0178638,-0.0142797,0.0153092,-19.8265,10.1476,14.5171,5
Nordic walking,141.0,32.1875,-20.6864,8.96756,7.28199,0.926443,0.868023,-2.00936,-15.3223,-28.9245,-58.3936,36.8125,0.10914,11.6147,-6.22755,-0.6513,0.241626,0.180221,31.6592,-56.0907,4.16398,34.0,17.3619,-3.00729,-7.88469,-1.55706,0.999862,-2.84197,-60.1486,-13.9625,-23.7227,1
transient activities,101.0,34.3125,-9.38672,-1.76409,0.944599,-0.226043,-0.0420223,-0.026632,48.1308,-19.802,0.714282,37.4375,-0.220434,9.66819,0.858739,0.074206,0.188277,-0.0302021,-5.62584,-39.7472,20.4825,33.8125,9.46414,-0.832258,-3.15548,2.28084e-05,0.0226299,-0.0812835,-44.0387,23.5943,-26.2894,8
cycling,132.0,28.1875,-10.7888,-0.73049,4.96129,0.128033,-0.0365831,-0.175582,38.6894,-3.81397,-40.5704,33.5625,0.929368,6.57419,-5.0734,-0.377462,-0.149562,0.208938,-6.96663,-39.9511,16.1032,32.75,5.80134,11.3152,-0.0654973,0.226816,-0.282921,-0.154448,-38.1786,-19.6996,17.0402,4
ironing,96.0,34.6875,-5.45452,-7.0765,4.33134,0.509497,-0.0214391,0.00620003,16.8022,29.0045,-32.5887,37.75,1.22837,9.40035,0.924578,-0.110025,0.0122842,0.0455165,-11.7284,-34.8367,-19.9151,34.5,8.71019,-4.5965,-6.57433,0.543299,-0.140443,-0.701333,-41.1504,-24.1266,-6.36742,8
transient activities,82.0,34.125,-9.34652,3.06555,2.19899,0.11512,0.170568,-0.626135,30.9339,10.8994,1.08785,36.625,0.698218,9.69509,-0.286334,0.0543627,0.21387,-0.281748,-3.20598,-25.3964,24.366,35.125,9.53884,-1.70729,-2.99493,-0.0740276,0.188104,0.15797,-12.5688,-39.3379,33.8892,6
sitting,78.0,31.75,-0.0993226,5.36008,8.06438,-0.00219889,-0.0119232,-0.0185589,1.47333,-16.1859,-24.6559,34.625,0.039957,9.26947,3.26545,-0.0832161,0.0229714,0.012054,4.65054,-18.6466,-8.33048,32.5625,9.07673,-4.00361,-0.399915,0.0587732,-0.0126368,0.00282844,-22.386,-0.346721,14.2375,3
ascending stairs,156.0,32.5,-7.41146,1.12113,2.85033,0.63674,0.338551,-1.05008,56.7286,8.25845,-32.9375,35.625,0.0728547,6.4196,-0.519342,-0.147311,-0.755376,-0.0854617,25.0708,-44.7259,-1.41331,33.5625,7.73289,-2.05675,-0.657316,-0.308081,0.362334,-2.81,-36.5688,-18.0152,4.27901,4
ironing,89.0,34.4375,-2.99215,3.55916,7.7962,0.728532,-0.30841,-0.0469967,-21.1336,-11.4854,-68.2075,37.8125,-0.262193,8.99274,-4.36715,-0.0536114,0.198591,-0.0961703,-13.8084,-45.2284,8.75961,35.1875,9.57983,-1.0241,-2.99875,0.0676043,0.00116036,-0.04192,-35.9661,9.88991,44.1647,2
running,82.0,32.5,-9.28938,2.53013,1.77829,-0.0290901,0.0183524,-0.0254531,42.6721,-3.38685,-12.235,36.8125,0.792671,9.95364,-0.98244,0.051893,0.00534097,-0.0624243,2.7114,-40.9527,15.7532,32.0,9.78154,-0.763357,-2.53522,-0.0294104,0.0256159,0.0163466,-24.3922,9.83184,4.85687,7
vacuum cleaning,106.0,33.6875,-9.57585,7.13732,-0.89717,-0.827754,0.000620312,0.383849,36.7587,-36.3373,-24.2277,36.0,-1.46024,-0.571669,-10.5144,0.814244,0.283343,0.20993,11.5631,-9.20349,50.6036,34.4375,10.169,2.60408,-1.39446,-0.375953,0.280503,-0.0963971,-44.9624,-11.052,-2.99203,4
transient activities,77.0,33.5625,-9.50677,-1.76489,0.750366,0.0215322,-0.0291173,0.0096063,48.5156,-9.14281,11.6724,36.375,-0.194901,9.66522,0.433281,-0.0193337,-0.0233367,-0.0348595,8.97836,-40.0332,25.2389,33.125,9.6233,-0.0754408,-2.9656,-0.023221,0.0334218,0.00777102,-35.448,38.1255,-17.7661,8
descending stairs,138.0,32.0625,-7.2404,1.03088,5.62429,0.912705,0.929885,1.20784,30.1969,12.8172,-23.2835,36.75,-0.988831,7.21443,-0.424997,-0.0152127,1.08868,0.127425,25.4704,-22.7108,5.70866,34.4375,23.1553,6.95313,-13.9071,7.22141,1.59464,3.93369,-17.1413,-7.28275,-0.980345,3
rope jumping,123.0,28.25,0.672824,6.85005,-7.01613,0.0536648,-0.0692704,0.0488384,0.722267,-11.5398,32.1099,31.9375,1.45316,9.06269,-4.3363,0.0587668,-0.0109187,0.0362108,-20.5382,-32.0712,11.9849,30.1875,9.56483,-1.37264,-2.14777,-0.0646038,-0.0327848,-0.01344,-35.2044,-0.738084,36.4946,2
walking,121.0,31.4375,-9.08308,7.59814,0.147816,-0.283539,0.159671,-0.524737,32.1346,-10.4921,-4.92457,36.3125,2.83557,8.46126,-9.07198,-0.0177012,0.70897,0.270223,-3.87138,-25.6723,-3.19842,34.4375,13.0702,3.80173,-6.15725,2.75824,-2.27389,-3.74279,-23.7634,27.3574,17.0199,2
vacuum cleaning,90.0,34.0625,-5.23383,5.66488,3.71435,-0.839001,-0.132442,-0.812155,26.6384,-20.526,-13.6733,37.125,-2.49424,6.23024,-7.45756,-0.707559,-0.0776037,-0.123718,6.7047,-19.8327,27.2235,33.0,9.52289,-1.18096,-2.34234,0.265191,-0.146557,-0.47289,5.14,26.7784,7.91958,7
standing,92.0,34.125,-8.37144,5.16717,0.474575,0.0289772,0.0188909,0.0171025,22.511,-25.9203,2.77317,37.5,0.817996,9.14287,-3.92214,-0.0272166,0.0493855,0.00948031,-8.96027,-24.6943,6.16419,34.8125,9.77057,-1.60742,-1.44959,0.0420873,-0.0318869,0.0435664,-19.1766,-16.7502,36.5641,2
ascending stairs,135.0,34.6875,-5.52476,1.91094,3.72265,1.02518,-0.328648,0.419145,34.8681,-19.9956,-47.6823,37.9375,0.368223,6.26596,-0.823259,-0.0365255,-0.212505,-0.0457997,24.9404,-56.323,-6.14252,33.8125,1.64154,-3.24828,1.13991,1.1587,0.119106,0.893952,-46.2638,-17.4331,-5.96768,5
transient activities,135.0,33.5625,-11.802,4.27832,4.12098,-0.972877,0.11298,0.666342,43.6074,-51.0133,-36.6237,37.0,3.70444,9.42379,-5.53576,-0.428795,0.495099,-0.25565,-14.2213,-58.377,-30.3668,34.8125,12.1077,3.25702,0.859564,0.745092,-0.236601,-2.57495,-51.812,71.3619,34.8001,1
lying,63.0,32.875,5.44844,0.230685,7.89538,-0.0161122,0.0148675,-0.00868419,16.6445,5.79475,-50.2952,34.9375,-0.368881,1.70673,9.47798,-0.0109327,-0.00640592,-0.0220164,40.5828,5.92989,-28.6658,33.625,2.50141,-9.55515,0.99492,-0.018502,0.021081,0.00924318,-21.6516,16.0817,-12.3024,4
sitting,84.0,35.0625,-0.0777713,-9.33141,2.99545,0.00797307,-0.00972097,-0.065984,5.08744,26.419,-9.45247,37.0,0.137833,4.93522,8.27631,0.0281665,-0.0185105,0.00788107,5.38004,-8.51412,-19.9455,34.25,8.97414,-3.1858,-2.83719,0.00160494,0.0120454,-0.00733115,-37.968,5.29355,26.231,5
Nordic walking,127.0,29.0625,0.786634,0.621111,0.819528,-0.232002,-0.301953,1.45226,9.46314,-26.312,-15.9656,34.4375,1.10906,6.94482,-0.308672,-0.151022,0.341645,-0.0176417,4.69939,-24.5233,20.4679,32.8125,10.5426,0.369031,-2.30291,-0.582031,-0.0152604,-0.879574,-35.6447,-16.37,10.2373,4
transient activities,103.0,34.3125,-7.03078,-5.12146,0.952727,0.976833,1.02036,0.213054,-9.57156,29.0164,104.865,37.4375,-0.303255,9.62055,-0.652723,0.0973244,-1.71093,0.264244,34.8105,-47.3159,34.9073,33.8125,10.1714,-1.79698,-1.79161,-0.413903,0.71158,0.529071,-54.3298,43.6128,39.1776,8
ironing,85.0,34.0,-1.59372,8.84933,2.37258,0.0834779,-0.110925,0.155675,11.8764,-41.826,-11.8082,36.4375,-1.35704,9.51403,-0.206817,0.0932921,-0.270706,-0.000173502,-3.43922,-36.1889,-6.03128,35.0625,9.32983,-2.31883,-2.33725,-0.0108837,-0.00755369,0.0160843,-27.5432,4.95855,45.2736,6
lying,89.0,31.5625,7.36533,1.3396,6.30388,-0.0035898,0.038017,-0.0261565,-3.41245,24.3117,-54.7158,33.3125,0.657819,-0.0656736,9.57978,0.000542574,-0.00604786,-0.0361206,46.6871,12.478,-46.1401,31.9375,0.0433875,-7.38744,-6.87742,-0.0189218,-0.0157996,-0.0194624,-20.1122,43.3769,-2.89126,1
lying,73.0,34.8125,0.710688,7.57299,5.91376,0.0121592,0.000567013,0.000414976,-10.1058,6.61407,-32.7921,36.5,-0.253493,1.66898,9.51891,-0.00456793,-0.00357563,-0.0024876,39.1891,4.30462,-28.5253,34.0625,-0.453887,-9.03774,-4.32537,0.0331957,0.0127215,0.0085131,-13.686,28.4466,-6.75729,5
walking,120.0,31.625,-8.75851,1.32435,3.17586,1.38196,0.873946,-4.09472,37.1236,-16.7998,-27.7325,36.4375,1.06945,9.2427,-5.73779,-0.324894,-0.807811,0.901137,14.0125,-24.3526,31.5191,34.5,-0.394325,-5.23584,-0.335037,-1.50992,-0.769534,1.2378,-16.7567,-24.8049,-11.9391,2
descending stairs,102.0,33.8125,-8.25505,1.41769,1.33569,1.85922,-0.626791,0.865787,42.4705,-45.3288,-23.9223,37.75,-0.129348,8.07331,-1.07047,-0.103747,-2.19256,-0.291876,2.19393,-55.7218,-24.9168,32.6875,8.72927,-0.72338,-6.63676,-2.02774,0.110136,0.653099,-44.1383,37.6591,26.3136,7
running,174.0,28.0,-8.64539,4.26769,1.47418,-0.159715,0.247081,0.462364,4.9053,-40.2137,-12.985,33.1875,1.42642,9.05402,-0.0774525,-0.319178,0.0174908,0.118761,-20.2344,-43.4632,19.697,33.8125,9.67765,-0.422856,-2.30686,-0.0336169,0.0013229,0.0105936,-48.8345,-43.3951,-34.313,6
sitting,73.9,33.5,-0.409826,8.25698,5.04795,0.0375967,0.1098,0.0928468,4.73579,-22.2167,-22.0176,35.8125,-0.195945,9.70261,0.39442,0.056889,0.0960064,-0.0129721,6.90115,-25.4829,-2.77702,34.75,9.47404,-0.835149,-2.80806,0.0789455,0.192772,-0.0203998,-18.4239,-3.19058,11.9846,6
vacuum cleaning,116.0,34.5625,-9.63678,0.807126,-0.26093,0.100309,-0.0827316,0.0164248,37.1108,19.8599,-24.0443,38.1875,-1.62105,9.70365,-0.134774,-0.0121405,-0.0837305,-0.0113092,20.8802,-23.1627,-1.5649,34.5625,9.38119,-0.905472,-3.42601,0.0736334,-0.0299182,0.0302763,-3.16782,-6.6211,23.5306,8
lying,81.0,33.6875,6.80169,1.79925,6.29389,-0.0414946,0.0192739,0.0454404,7.73116,1.66797,-45.0191,36.9375,1.40884,3.01512,8.92512,-0.0314074,0.0126483,-0.0667625,30.6563,-2.91517,-27.282,34.5,-0.589064,-9.42129,-3.74553,0.0635901,-0.0463636,-0.0179564,-12.6742,24.0395,-3.77725,2
